Data,Notícia
2023-01-02,Nova carteira do Ibovespa reúne 89 papéis
2023-01-02,"Ibovespa opera em forte queda no 1º pregão do ano; Petrobras tomba mais de 
5%"
2023-01-02,"Por que o mercado “abraçou” Bolsonaro após posse e desabou com Lula – 
Mercado – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2023-01-02,Resultado do Ibovespa em 2022 é o 5º melhor entre 46 índices pelo mundo
2023-01-02,Como foram as empresas cearenses na bolsa em 2022?
2023-01-02,Bolsa fecha primeiro pregão de 2023 em queda de 3% após discurso de Lula
2023-01-02,Veja as 20 ações que mais pagaram dividendos em 2022
2023-01-01,Carteira Recomendada de Ações – Janeiro 2023
2023-01-01,Lula assume governo com desaceleração global e alerta no fiscal
2023-01-01,"Melhor investimento para 2023 não é cripto nem ações e pode entregar 
rendimentos de até R$ 37 mil por mês; saiba mais"
2023-01-01,"Jerônimo Rodrigues (PT), novo governador da Bahia, diz que o povo se 
posicionou em favor da democracia"
2023-01-01,"Mega da Virada: cinco apostas dividem prêmio de R$ 541,9 milhões, sendo 
três bolões; veja também os resultados da quina e da quadra"
2022-12-31,"Retrospectiva da bolsa em 2022: Veja, mês a mês, o sobe e desce que rendeu 
5%"
2022-12-31,Bolsa de Valores: as ações que mais subiram e as maiores quedas em 2022
2022-12-31,"Mega da Virada: veja os números sorteados e saiba se você é o mais novo 
milionário do Brasil"
2022-12-30,"Ibovespa fica na frente das bolsas internacionais em 2022; entenda – 
Mercado – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-30,Como o Ibovespa conseguiu crescer mais que as bolsas globais em 2022
2022-12-30,Bolsa brasileira supera – de longe – desempenho de pares globais em 2022
2022-12-30,"Cielo (CIEL3), IRB Brasil (IRBR3): veja as 5 maiores altas e baixas do 
Ibovespa em 2022"
2022-12-30,"Cielo, Prio, IRB: veja as maiores altas e baixas do Ibovespa em 2022"
2022-12-30,"Lula ou Bolsonaro? Qual governo foi melhor para os investidores da bolsa e 
para o Ibovespa"
2022-12-30,"Desempenho do Ibovespa ficou abaixo da inflação, de 5,9% e do rendimento da 
poupança, de 7,9%"
2022-12-30,As 10 piores ações do Ibovespa em 2022
2022-12-30,O que esperar da economia brasileira em 2023?
2022-12-30,"2022: Dólar fecha o ano com queda de 5,3% e Ibovespa com alta de 4,69%"
2022-12-29,"Ibovespa encerra 2022 com alta de 4,68%, após dois anos fechando em queda"
2022-12-29,"Ibovespa tem queda no último pregão de 2022, mas termina o ano com alta de 
4,69%"
2022-12-29,"Ibovespa fecha ano com alta de 4,69% e dólar com queda de 5,3%"
2022-12-29,"Bolsa em 2022: Ibovespa sobe 4,7% no acumulado do ano, marcado pela 
volatilidade"
2022-12-29,"Ibovespa cai 0,46% no dia, mas acumula alta de 4,68% em 2022; dólar recuou 
5,32% no ano"
2022-12-29,"Ibovespa recua no dia, mas termina 2022 com alta modesta"
2022-12-29,"Ibovespa: As 10 ações que mais subiram no governo Bolsonaro (campeã saltou 
1.800%)"
2022-12-29,"Ibovespa encerra 2022 em alta de 4,69%, abaixo da inflação e poupança – 
Mercado – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-29,"Bolsa sobe 24,9% e dólar fecha a R$ 5,28 no governo Bolsonaro"
2022-12-29,"Ibovespa recua no último pregão do ano, mas encerra 2022 com alta de 4,69%"
2022-12-28,"IRB (IRBR3), Positivo (POSI3) e SulAmérica (SULA11) deixarão o Ibovespa; 
nenhuma ação é incluída"
2022-12-28,"Ibovespa: B3 anuncia nova carteira com maior peso de Vale (VALE3) e sem IRB 
Brasil (IRBR3)"
2022-12-28,Dólar termina o dia em queda e bolsa registra alta
2022-12-28,"IRB (IRBR3) lidera queda do Ibovespa no ano, mas não é o maior tombo da 
bolsa — descubra qual foi a ação que mais caiu na B3 em 2022"
2022-12-28,Movimentos díspares na B3 e em Wall Street
2022-12-28,"É hora de comprar dólar? Descubra as melhores estratégias para adquirir a 
moeda em 2023"
2022-12-28,"Empreendedorismo feminino no Brasil, Balança Comercial do Brasil com a 
China e EUA e retrospectiva de cotação de ações"
2022-12-28,Bolsa sobe mais de 1% com nomes na Fazenda e alívio nos juros
2022-12-28,"Onde investir em 2023? Lula de um lado e ações baratas do outro deixam a 
Bolsa numa encruzilhada; veja qual caminho seguir"
2022-12-28,CCR (CCRO3) anuncia venda de Samm por R$ 245 milhões
2022-12-27,"Ibovespa hoje: índice fecha em queda; Gerdau é destaque nas altas – Mercado 
– Estadão E-Investidor – As principais notícias do mercado financeiro"
2022-12-27,"IPOs em 2023? O que dizem os analistas sobre novas empresas na Bolsa no 
próximo ano"
2022-12-27,"Quais os melhores fundos de investimento para 2023? Multimercados lideram 
preferências"
2022-12-27,"Banco do Brasil, Bradesco, Itaú ou Santander: qual banco é o favorito da XP 
para 2023?"
2022-12-27,"Tesouro Nacional lança título RendA+, voltado para aposentadoria"
2022-12-26,Medo do Lula 3? Veja como apostar no Ibovespa sem perder dinheiro em 2023
2022-12-26,Cielo lidera altas do Ibovespa em 2023 em ano transformador
2022-12-26,"O que é a “bomba econômica” para 2023 e como ela afeta o Ibovespa – Mercado 
– Estadão E-Investidor – As principais notícias do mercado financeiro"
2022-12-26,"Sem referências no exterior, mercado deve ter baixa liquidez e manter 
composição do novo governo no radar"
2022-12-26,"Vale (VALE3) e outras mineradoras e siderúrgicas estão entre as poucas 
altas do Ibovespa hoje; o que impulsiona as ações do setor?"
2022-12-26,"Preço do barril de petróleo deve voltar a superar US$ 100 em 2023, diz BTG 
Pactual"
2022-12-26,Empresas batem recorde de dividendos em 2022; veja as 10 que mais pagaram
2022-12-26,Conheça ações que custam menos de R$ 1 na B3; será que valem a pena?
2022-12-26,"Fertilizantes Heringer (FHER3) sobe mais de 3% após proposta da Eurochem 
para a OPA — é o fim do imbróglio entre a controladora e os minoritários?"
2022-12-26,"O que aconteceu com o ganhador da Mega da Virada que não foi buscar o 
prêmio? Veja como evitar que o mesmo aconteça com você"
2022-12-25,O preço dos imóveis vai continuar subindo em 2023?
2022-12-23,"A linha do tempo que mostra como foi 2022 para a Bolsa brasileira – e o que 
esperar para o mercado em 2023"
2022-12-23,"Ibovespa está barato a níveis históricos, mas governo eleito parece 
desperdiçar oportunidade; veja no que investir em meio ao conturbado 
ambiente macroeconômico"
2022-12-23,"Por que a poupança foi mais rentável do que o Ibovespa em 2022 – 
Investimentos – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-23,"Acionistas do IRB Brasil (IRBR3) aprovam grupamento de ações – veja o que 
muda"
2022-12-23,"Medo do governo ‘Lula 3’? Saiba quais são os maiores riscos para a bolsa em 
2023 e como se proteger"
2022-12-23,"Mercado já precificava perfil de Lula, mas não deixa de se decepcionar"
2022-12-23,"Governo do AM irá cancelar contrato com Hapvida em 2023; empresa de plano 
de saúde está com risco de falência"
2022-12-23,"CVM vai divulgar norma para Fiagro até abril de 2023 e revisar categoria de 
investidor qualificado"
2022-12-23,"Bradesco BBI coloca os pés na Compass, dona da Comgás, após negócio de R$ 4 
bilhões; entenda a transação"
2022-12-23,Fundos terão novas regras para seguir - veja o que muda
2022-12-22,"Para onde vai o Ibovespa em 2023? As projeções de bancos e corretoras para 
a bolsa"
2022-12-22,Previsão para a bolsa é de alta em 2023
2022-12-22,"Maior parte das ações de “novatas” na Bolsa tem 2022 para esquecer; confira 
destaques de alta e baixa"
2022-12-22,"Petrobras (PETR4) sozinha atribuiu perfomance de 2,47% ao Fundo 
Multifatores Avantgarde em 2022"
2022-12-22,BB Asset lança fundo de dividendos globais
2022-12-22,"Bolsa fica estável, com anúncio de ministros de Lula e exterior ruim"
2022-12-22,IRB Brasil (IRBR3) realiza AGE sobre grupamento de ações nesta quinta
2022-12-22,"Dólar hoje: moeda norte-americana vira e passa a cair após discurso de 
Lula; veja o que o futuro presidente falou"
2022-12-22,"Em lance único, empresa do dono da Gol (GOLL4) ganha leilão do metrô de BH 
por R$ 25,7 milhões"
2022-12-22,"Hora de apostar contra o Brasil? B3 registra recorde de posições vendidas, 
mas esta pode não ser a melhor estratégia para investir em 2023; saiba o 
motivo"
2022-12-21,Superintendência do Cade aprova compra da Neurotech pela B3
2022-12-21,"São 3 de ações, 4 multimercado e 3 de renda fixa que bateram com folga o 
seu benchmark e estão entre os mais rentáveis em cada classe"
2022-12-21,Petrobras começa produção da P-71 mais cedo que o previsto
2022-12-21,Investidor reforça aposta em queda de ações locais
2022-12-21,"Positivo Tecnologia: ação fecha em alta de 1,34% nesta quarta; veja valores"
2022-12-21,"Ações para investir em 2023 e buscar lucros de até 77%, segundo BB 
Investimentos"
2022-12-21,"Qualicorp (QUAL3) já foi formalmente notificada pela ANS sobre fusão entre 
Rede D’Or (RDOR3) e SulAmérica (SULA11)"
2022-12-20,"2022 foi o pior ano do Ibovespa? Governo Lula deve ser desafiador para o 
índice"
2022-12-20,As melhores ações que batem o Ibovespa e o CDI na crise
2022-12-20,"Analistas abandonam IRB (IRBR3), que tenta usar agrupamento de ações como 
bote-salva vidas"
2022-12-20,"5 ações que deixaram a B3 em 2022 e os papéis que devem desembarcar da 
Bolsa no ano que vem"
2022-12-20,BRK Ambiental desiste de fazer IPO e vê condições desfavoráveis
2022-12-20,"As melhores ações para comprar em 2023 – Mercado – Estadão E-Investidor – 
As principais notícias do mercado financeiro"
2022-12-20,"Dólar hoje: Moeda americana despenca mais de 2% com desidratação da PEC da 
Transição"
2022-12-20,"Natal e Ano Novo: Confira quais dias a bolsa funciona nesse final de ano e 
início de 2023"
2022-12-20,"Fusão entre Aliansce Sonae (ALSO3) e brMalls (BRML3) será em janeiro – 
Tempo Real – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-19,Desempenho do Ibovespa em 2022 e o que esperar para o próximo ano
2022-12-19,"Ibovespa fecha em alta de 1,8% após novos nomes da Fazenda e decisões no 
STF; dólar sobe"
2022-12-19,"Bolsa agora: Ibovespa ignora Nova York e sobe mais de 1%; Magazine Luiza 
(MGLU3) e Americanas (AMER3) disparam"
2022-12-19,"Ibovespa fecha em alta de quase 2%, com orçamento secreto e PEC no radar"
2022-12-19,"Por que o dólar não disparou frente ao real apesar do conturbado noticiário 
político?"
2022-12-19,"Ações da Boa Vista (BOAS3) disparam quase 50% com proposta de combinação de 
negócios"
2022-12-19,"Messi levantou a taça e também o PIB da Argentina? Saiba como o craque pode 
ajudar a economia do país"
2022-12-19,"Eles não querem viajar nunca mais: por que um terço dos japoneses não 
pretendem cruzar fronteiras"
2022-12-19,"Agora é só a Mega da Virada! Caixa passa a registrar exclusivamente apostas 
para sorteio de prêmio recorde"
2022-12-19,Comece definitivamente a organizar suas finanças em 2023
2022-12-18,"Vai viajar nas festas de final de ano? Preço das passagens aéreas disparou 
até 124%; veja o único destino que ficou mais barato"
2022-12-17,"Ibovespa ou um carro usado de 15 anos? Veja o que se valorizou mais nos 
últimos 3 anos"
2022-12-17,"Empresas somam R$ 301 bi em dividendos, mais da metade só da Petrobras; 
veja as melhores pagadoras de 2022"
2022-12-17,"Dança das hidrelétricas: Eletrobras (ELET3) e Neoenergia (NEOE3) aprovam 
permuta de ativos; operação movimentará R$ 787,8 milhões em partipações"
2022-12-16,"Ibovespa deve ter valorização de pelo menos 20% em 2023 após dois anos sem 
pegar no tranco"
2022-12-16,B3 divulga 2ª prévia da composição do Ibovespa
2022-12-16,"Mercado atinge maior nível de pessimismo com Bolsa desde recessão de 
2015/2016"
2022-12-16,"IRB vai sair do Ibovespa em 2023? Ao que tudo indica, sim"
2022-12-16,"Bolsa cai com temor global de uma recessão, mas real avança com a entrada 
de recursos estrangeiros"
2022-12-16,"Fuga por segurança? Por que a renda fixa se destacou em novembro – 
Investimentos – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-16,"Banco tem rito próprio de sucessão, presidência e direção devem ser 
ocupados por funcionários de carreira"
2022-12-16,"Cyrela cai forte após Morgan Stanley rebaixar recomendação e cortar 
preço-alvo dos papéis CYRE3; confira o novo potencial de alta"
2022-12-16,"Real, dólar, peso, cripto… saiba qual a melhor forma de levar dinheiro ao 
viajar para a Argentina"
2022-12-15,"Horário de negociação na bolsa pode mudar em 2023? Entenda – Comportamento 
– Estadão E-Investidor – As principais notícias do mercado financeiro"
2022-12-15,"Oi dispara mais de 50% com fim da recuperação judicial, mas por que 
analistas não estão otimistas?"
2022-12-15,"PagBank Investimentos - Ibovespa hoje: Futura equipe de Haddad e juros no 
mundo são destaques"
2022-12-15,"Agentes da PF encontram submetralhadora, fuzil e rifles durante megaoperação"
2022-12-15,"Gringo vai às compras: Investidor estrangeiro tem fluxo positivo de R$ 2,9 
bilhões na bolsa apesar do risco fiscal"
2022-12-15,"Estudo mostra 5 empresas da Bolsa com risco de quebrar – Investimentos – 
Estadão E-Investidor – As principais notícias do mercado financeiro"
2022-12-15,"Banco do Brasil (BBAS3) está protegido do 'risco Lula', apesar de mudança 
na Lei das Estatais?"
2022-12-15,"Oi (OIBR3;OIBR4) anuncia saída da Recuperação Judicial, Romi pagará R$ 16 
milhões em JCP"
2022-12-15,"Economistas e investidores alertam sobre riscos de governança em mudanças 
na Lei das Estatais"
2022-12-15,Itaú lança recurso para aviso de compras futuras nos cartões de crédito
2022-12-14,"Mesmo com todas as incertezas, aqui e lá fora, analistas apostam em alta da 
Bolsa no ano que vem"
2022-12-14,"Petrobras desaba e arrasta Ibovespa após mudança relâmpago em Lei das 
Estatais"
2022-12-14,"Abertura de Mercado: decisão de hoje sobre juros dos EUA direciona 
mercados; Ibovespa também sofre impacto da agenda política – Mercado – 
Estadão E-Investidor – As principais notícias do mercado financeiro"
2022-12-14,Bolsa cai e dólar sobe com indicação de Mercadante
2022-12-14,Entenda como o aumento da taxa de juros nos EUA atinge a economia brasileira
2022-12-14,"Fed suaviza alta de juros, mas indica mais rigor até fim de 2023"
2022-12-14,Mercadante no BNDES e Galípolo na Fazenda fazem Bolsa desabar
2022-12-14,"Embraer: ação fecha em alta de 3,81% nesta quarta; veja valores"
2022-12-14,Ibovespa tem forte queda após projeto favorável a Mercadante – News Brazil
2022-12-14,Previdência privada pode fazer parte do seu planejamento para 2023
2022-12-13,"O Ibovespa vai encerrar 2022 abaixo dos 100 mil pontos? – Mercado – Estadão 
E-Investidor – As principais notícias do mercado financeiro"
2022-12-13,Bolsa cai depois de confirmação de Mercadante no BNDES
2022-12-13,Tesouro suspende negociações de títulos após anúncio de Mercadante no BNDES
2022-12-13,Porto Seguro (PSSA3) quer aumentar receita de outros negócios até 2025
2022-12-13,As péssimas notícias para Lula no mercado
2022-12-13,"B3 teme perda de receita com nova regra da CVM e União Europeia cria 
imposto sobre carbono"
2022-12-13,"Veja o calendário completo de feriados da B3 em 2023 – Comportamento – 
Estadão E-Investidor – As principais notícias do mercado financeiro"
2022-12-13,"JHSF (JHSF3) anuncia R$ 130 milhões em dividendos, proventos de Ferbasa 
(FESA4) e mais"
2022-12-13,Como ganhar dinheiro no Lula 3?
2022-12-13,A pesada reação do mercado ao anúncio de Mercadante no BNDES
2022-12-12,"Ibovespa perdeu R$ 577 bilhões em valor de mercado desde outubro, mostra 
levantamento"
2022-12-12,"Ibovespa hoje: expectativa de sinalização de novos ministros faz índice 
operar em queda – Tempo Real – Estadão E-Investidor – As principais 
notícias do mercado financeiro"
2022-12-12,"5 ações para comprar e obter lucros nesta semana, segundo PagBank"
2022-12-12,Gerdau (GGBR4) e outras oito empresas pagam proventos esta semana
2022-12-12,Patrimônio líquido dos FIIs alcança R$ 198 bilhões e bate recorde
2022-12-12,"Fundo que tem carteira concentrada em ativos no exterior é o de pior 
desempenho no ano"
2022-12-12,"Fechamento de Mercado: Ibovespa recua com foco no noticiário local – 
Mercado – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-12,"Oito empresas brasileiras integram o Índice Dow Jones de Sustentabilidade. 
Veja quais"
2022-12-12,"Lei das Estatais será revogada? Rumor derruba ações da Petrobras (PETR4) e 
Banco do Brasil (BBAS3)"
2022-12-12,Qual é o calendário de funcionamento da bolsa em 2023?
2022-12-11,"O Brasil está quebrado? Ministério da Economia rompe o silêncio e nega 
acusações"
2022-12-10,Por que as ações da Embraer (EMBR3) simplesmente não decolam?
2022-12-09,Donos do Mundo: os fundos que mandam nas maiores empresas da Terra
2022-12-09,Ações são realmente o melhor investimento para pessoas comuns?
2022-12-09,"Ações de dividendos são as mais rentáveis em 2022, mas perdem para ativos 
no exterior no longo prazo"
2022-12-09,"Bolsa cai 3,94% na semana e dólar fecha a R$ 5,25"
2022-12-09,Bolsa de valores terá altas em 2023? Veja perspectivas
2022-12-09,"Bolsa cai 1,67% e atinge menor nível desde agosto"
2022-12-09,O que é o P/L de uma empresa?
2022-12-09,O que pensa o mercado sobre Fernando Haddad?
2022-12-09,Bolsa brasileira fecha no positivo no dia do anúncio de Haddad
2022-12-08,"Bolsa cai 1,67% e atinge menor nível desde agosto"
2022-12-08,🎯 Cautela Fiscal
2022-12-08,"XP ainda vê algumas ações na B3 mais atrativas que a renda fixa mesmo com a 
Selic em 13,75%; confira a seleção da corretora para 2023"
2022-12-08,"Sanepar investirá R$ 10,7 bilhões entre 2023 e 2027"
2022-12-08,"Plano de Investimentos de 2023-2027 da Sanepar (SAPR3), produção de 
Novembro da Enauta (ENAT3)"
2022-12-08,BR Properties (BRPR3) atualiza sobre ação Monark
2022-12-08,"BRCO11, o FII mais recomendado da Bolsa, cai após decisão desfavorável em 
disputa judicial com GPA"
2022-12-08,"Nubank (NUBR33): por que o JP Morgan acha que a hora de vender a ação já 
passou"
2022-12-08,"Petrobras (PETR4) diz ‘não’ para Lula e vai manter processo de venda de 
refinarias; entenda a polêmica"
2022-12-07,Ibovespa tem histórico de altas no mês de dezembro: confira!
2022-12-07,Bolsa de valores: quais são as perspectivas para as ações em 2023?
2022-12-07,3 ações que pagam bons dividendos para investir em dezembro
2022-12-07,Bolsonaro nomeia André Porciuncula para a Secretaria Especial de Cultura
2022-12-07,Vale (VALE3) reduz projeções de produção 2022 e próximos anos
2022-12-07,"Veja 9 ações que pagam dividendos acima da Selic de 13,75% – Mercado – 
Estadão E-Investidor – As principais notícias do mercado financeiro"
2022-12-07,"Ações do Assaí (ASAI3) sobem 32,94% em seis meses. Mas vale a pena investir 
na alta?"
2022-12-07,"O que esperar dos fundos ESG com a mudança de governo em 2023? – 
Investimentos – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-06,Iochpe-Maxion (MYPK3) sofreu ataque cibernético na segunda
2022-12-06,"A Companhia - Maior operadora de trens do país aumenta lucro no 3º tri; 
vale investir?"
2022-12-06,"Fundos que usam algoritmos destoam com lucros de 56%. Veja como funcionam – 
Investimentos – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-06,"Os FIIs mais recomendados para comprar em dezembro; HGRU11 empata com 
HGCR11 e KNCR11"
2022-12-06,"Nubank começa a oferecer conta rendeira no México e anuncia capitalização 
de US$ 330 milhões na operação no país"
2022-12-06,"Minério de ferro vai ficar mais barato em 2023, assim como outros metais 
básicos, diz Fitch"
2022-12-06,"Lula pode até tentar, mas não deve conseguir ""enquadrar"" o Banco do Brasil 
— para o Goldman Sachs, ele está blindado e ações podem subir 40%"
2022-12-06,"Infracommerce (IFCM3): após queda de 70% em 2022, o que esperar da empresa? 
Confira na TradeLive"
2022-12-06,"Ninguém fica ileso: Morgan Stanley demite 2% da equipe global. Mas a queda 
da bolsa não é a única razão dos cortes"
2022-12-05,"Saiba mais sobre as mudanças na carteira de ações recomendadas por 
analistas que foram influenciadas por um cenário de juros altos, queda do 
Ibovespa e alta do dólar, e aumento do risco fiscal."
2022-12-05,Ibovespa recua com ajustes e atenção à PEC; Vale e Petrobras sobem
2022-12-05,"Fundos de ações despencaram em 2022. Mas dois conseguiram render 120% – 
Investimentos – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-05,"5 ações que pagam bons dividendos para investir em dezembro; EGIE3 e BEEF3 
substituem PETR4 e VBBR3"
2022-12-05,Luiz Barsi vê 'recuperação judicial com bons olhos'; veja qual empresa
2022-12-05,XPPR11: vale a pena aproveitar a queda no preço do FII em 2022?
2022-12-05,Qual a diferença entre a cota sênior e a cota subordinada nos Fidcs?
2022-12-05,"Top picks: analistas recomendam ações defensivas diante de incertezas – 
Mercado – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-04,"Perdeu, Globo? A Copa do Mundo revelou um adversário de peso à emissora; 
descubra detalhes"
2022-12-02,"Irani (RANI3) investe R$ 48 milhões para aumentar capacidade de produção de 
embalagens"
2022-12-02,O efeito Copa do Mundo na B3 e o risco de Lula repetir as perdas de 2002
2022-12-02,"Análise quant: 15 padrões de reversão para você identificar quando o 
mercado vai virar"
2022-12-02,"Rali de Natal na Bolsa: entenda o que significa e se vale aproveitar – 
Mercado – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-02,Lula indica preferência por Mauro Vieira no Palácio do Itamaraty
2022-12-02,"Só o filé: JBS (JBSS3) compra empresa norte-americana TriOak Foods e amplia 
presença nos EUA; ações disparam na B3"
2022-12-02,Negócios na Bolsa caem cerca de 20% com Seleção Brasileira em campo
2022-12-02,"Só 6% dos fundos de ações chegam aos 15 anos. Qual é o segredo? – 
Investimentos – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-02,"Sextou com Copa: As 'zebras' da B3, um ano de Nubank na bolsa, dividendos 
da Vale e outras notícias que mexem com o seu bolso"
2022-12-02,"Brasil e Portugal jogam para se evitar nas oitavas-de-final; veja os jogos 
de hoje na Copa do Mundo"
2022-12-01,B3 exclui Positivo na 1ª prévia do Ibovespa para janeiro a abril
2022-12-01,O maior peso do índice continua com os papeis da Vale do Rio Doce
2022-12-01,Quais ações estarão na carteira do Ibovespa em 2023?
2022-12-01,Ação do Positivo fica fora da prévia da B3 para 2023
2022-12-01,"Ações da Paranapanema (PMAM3) fecham em queda de 22% após companhia pedir 
recuperação judicial"
2022-12-01,"As melhores ações para investir em dezembro, segundo 12 corretoras – 
Investimentos – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-12-01,"Usiminas: ação fecha em queda de 4,48% nesta quinta; veja valores"
2022-12-01,"As ações mais recomendadas pelos analistas para comprar em dezembro; PETR4 
e WEGE3 entram e VALE3 lidera"
2022-12-01,"Conheça as melhores ações para ganhar dividendos em dezembro – Mercado – 
Estadão E-Investidor – As principais notícias do mercado financeiro"
2022-11-30,"Reta final: que esperar do Ibovespa em dezembro? – Mercado – Estadão 
E-Investidor – As principais notícias do mercado financeiro"
2022-11-30,"Bolsa cai 3% em novembro; dólar sobe 0,70%"
2022-11-30,Bolsa tem cerca de 20% menos negócios em dias de jogo do Brasil
2022-11-30,"Dólar fechou o mês com pequena variação positiva de 0,70% e renda fixa 
ajudou na travessia confortável do período"
2022-11-30,"MRV: ação fecha em alta de 0,82% nesta quarta; veja valores"
2022-11-30,"Com acesso bloqueado, Paranaguá pode ter dificuldade para embarques na 
próxima semana"
2022-11-30,"Fundador do Nubank abre mão de remuneração bilionária - mas chances de 
receber a bolada já eram pequenas"
2022-11-30,"Ranking de investimentos: pós-eleição castiga ações do Brasil em novembro e 
BDRs vão na contramão"
2022-11-30,8 pontos para entender a regulação de criptomoedas aprovada na Câmara
2022-11-30,"Viveo (VVEO3) conclui aquisição da Nutrifica. Veja os detalhes do negócio – 
Negócios – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-11-29,"Ibovespa sobe 1,96%, puxado por commodities; CSN (CSNA3) dispara 8,5%"
2022-11-29,Conheça o Top 10 dos BDRs mais negociados na Bolsa do Brasil
2022-11-29,TRIG11: conheça o ETF de Small Caps
2022-11-29,"Cade aceita recurso contra fusão Rede D’Or (RDOR3)-Sul América (SULA11); 
analistas veem possíveis ruídos no mercado"
2022-11-29,"Bitcoin e Ethereum operam em alta mesmo com falência da Blockfi – 
Criptomoedas – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-11-29,Quais ações subiram e caíram em cada governo?
2022-11-29,"Fundos de Previdência de crédito privado têm rentabilidade média de CDI 
mais 1%, aponta Valora"
2022-11-29,"Elon Musk declara guerra contra a Apple pelo “fim da censura” e de taxas 
excessivas — e ele não é o único"
2022-11-28,"Grupo Casino anuncia venda de participação no Assaí (ASAI3) para reduzir 
endividamento"
2022-11-28,Agenda da semana tem PEC e fala de Powell
2022-11-28,"Roberto Simões deixará presidência da Braskem; Novonor indica Roberto 
Bischoff"
2022-11-28,"Banco do Brasil (BBAS3) está 'blindado' contra interferência de Lula? Banco 
diz a investidores que estatutos suportam quaisquer mudanças na diretoria"
2022-11-28,"Braskem (BRKM5): Roberto Simões deixará comando da empresa em 2023; Novonor 
indica Roberto Bischoff"
2022-11-28,O raio não cai duas vezes no mesmo lugar: das big techs à PEC da Transição
2022-11-28,"Venezuela voltou? Governo dos EUA autoriza petroleira a expandir a produção 
no país; saiba o que isso significa"
2022-11-27,BB Investimentos recomenda Bradespar (BRAP4) e Metalúrgica Gerdau (GOAU4)
2022-11-27,Payroll e variação de empregos ADP são destaques no país norte-americano
2022-11-26,"Bolsa cai 4,86% desde eleição de Lula"
2022-11-26,"Petrobras (PETR4), Vale (VALE3): veja as ações mais descontadas da Bolsa"
2022-11-25,"Discurso de Haddad não agrada mercado e Bolsa cai 2,55%"
2022-11-25,"Ibovespa futuro, dólar e outros destaques"
2022-11-25,Black Friday: Marfrig e Petrobras são as ações mais descontadas da Bolsa
2022-11-25,"CSN Mineração (CMIN3) e outras mineradoras sobem na Bolsa após estímulos 
imobiliários na China"
2022-11-25,"Cielo (CIEL3) deve se beneficiar de juros altos por mais tempo, diz 
Santander, que eleva preço-alvo"
2022-11-24,Ibovespa fecha em forte alta em dia de estreia do Brasil na Copa
2022-11-24,"Quais foram as principais ações ganhadoras e perdedoras em cada governo no 
Brasil?"
2022-11-24,"Qual será o resultado de Brasil x Sérvia e o impacto da Copa para os 
traders, segundo análise quantitativa"
2022-11-24,"Dobradinha na Fazenda, as cinco ações para investir no governo Lula e o dia 
do bitcoin; confira os destaques desta quinta-feira"
2022-11-24,"Copel não é a melhor elétrica da bolsa: ação da CPLE6 disparou 22% com 
privatização no radar, mas existe outro ativo do setor mais barato e que 
pode pagar dividendos ‘turbinados’; conheça o ticker"
2022-11-24,"A proliferação de ‘fake news’ também pode afetar os investimentos – Thiago 
de Aragão – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2022-11-24,"FMI projeta alta de 3,2% no PIB da China em 2022 e de 4,4% em 2023"
2022-11-24,"Adeus, Galvão? Veja todas as alternativas disponíveis para assistir aos 
jogos do Brasil na Copa"
2022-11-24,"As 5 ações da Genial para investir no governo Lula: quais empresas podem 
sobreviver à inflação, ao juro alto e ao furo no teto de gastos?"
2022-11-23,"Quais ações mais subiram e quais mais caíram nos governos anteriores de 
Lula? 4 papéis saltaram mais de 1.000%"
2022-11-23,"Para bancar investimentos, Banrisul (BRSR6) anuncia aporte de R$ 300 
milhões na Banrisul Pagamentos"
2022-11-23,"Tesouro Direto: taxas de prefixados registram recorde de 14,07% e chegam a 
nível visto no fim do governo Dilma"
2022-11-23,Quais foram as maiores e melhores aquisições de 2022?
2022-11-23,Pablo Borges faz análise sobre futuras mudanças no cenário financeiro
2022-11-23,"Mega-Sena acumula de novo e prêmio vai a R$ 50 milhões; saiba como aumentar 
suas chances de ganhar"
2022-11-23,Rumo (RAIL3) e outras empresas podem surfar onda das ferrovias
2022-11-23,Cartão de crédito Sofisa Direto vale a pena?
2022-11-22,"Ibovespa hoje: Usiminas (USIM5), CSN (CSNA3) e Gerdau (GGBR4) são os 
destaques positivos – Mercado – Estadão E-Investidor – As principais 
notícias do mercado financeiro"
