Data,Notícia
2023-11-12,"Argentina se prepara para debate presidencial entre Massa e Milei que pode 
ser decisivo"
2023-11-12,"Guerra em Israel: Netanyahu se opõe à volta da Autoridade Palestina à Faixa 
de Gaza e quer que autoridade civil reconstrua região"
2023-11-11,"Brasil tem o maior juro real do mundo: saiba como aproveitar a notícia para 
buscar retornos de até 10% ao ano, acima da inflação"
2023-11-10,"Ibovespa sobe aos 120 mil pontos e atinge maior nível desde agosto, após 
inflação menor do que o esperado; dólar cai a R$ 4,91"
2023-11-10,"Ibovespa: Próxima carteira não vai ter Casas Bahia (BHIA3)? Veja se ação a 
centavos sairá, segundo BofA"
2023-11-10,"Mercado Intraday: Ibovespa defende os 120 mil pontos, com alívio nos juros 
e alta de commodities – Mercado – Estadão E-Investidor – As principais 
notícias do mercado financeiro"
2023-11-10,"Dólar cai a R$ 4,915 após surpresa positiva com inflação; Bolsa sobe 1,29%"
2023-11-10,"Resultado do Bradesco não agrada e ação figura entre as maiores baixas do 
Ibovespa — ainda vale a pena manter BBDC4 na carteira?"
2023-11-10,"Bolsa sobe 2,04% na semana e dólar fecha a R$ 4,92 após IPCA"
2023-11-10,"Bolsa fecha em alta puxada por IPCA, Vale e exterior; avança pela terceira 
semana seguida"
2023-11-10,"Ibovespa engata ótimo desempenho e tem balanços de gigantes: Petrobras 
(PETR4), Itaú (ITUB4), Casas Bahia (BHIA3) e mais"
2023-11-10,"Quais investimentos superam o IPCA em um ano? E em 5 anos? Veja aqui – 
Investimentos – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2023-11-10,"Companhias aéreas decolam na B3 e ignoram a alta do petróleo — CVC (CVCB3) 
aproveita o voo"
2023-11-09,Ibovespa recua após discurso hawkish de Powell
2023-11-09,"Ibovespa em 120 mil pontos já pode sonhar com recorde até fim do ano, dizem 
3 analistas"
2023-11-09,"O que faz o Ibovespa superar os 120 mil pontos pela primeira vez desde 
agosto?"
2023-11-09,Ibovespa fecha em queda com tom cauteloso de Powell
2023-11-09,"Ibovespa Ao Vivo: índice fecha em queda, com exterior no radar"
2023-11-09,"Bolsa hoje: Ibovespa não engata sequência de ganhos e cai com cautela após 
Powell; dólar sobe a R$ 4,93"
2023-11-09,"Dólar sobe e Ibovespa cai, de olho no quadro fiscal e após declaração de 
Powell sobre juros nos EUA"
2023-11-09,Ibovespa bate 120 mil pontos e dólar recua após reforma e balanços
2023-11-09,"Dólar sobe a R$ 4,94 após Powell pôr em dúvida manutenção de juros nos EUA"
2023-11-09,"Tempo Real: Ibovespa (IBOV) cai em dia de discurso do Powell e com 
resultados da Petrobras (PETR4) no radar"
2023-11-08,"Ibovespa: De queda de 8% a alta de 25%, veja a tendência das 11 principais 
ações da Bolsa em novembro"
2023-11-08,"Após sequência de quedas, dólar sobe a R$ 4,90 com EUA no radar; Ibovespa 
recua"
2023-11-08,Ibovespa Futuro cai com atenções divididas entre reforma tributária e Powell
2023-11-08,"Ibovespa hoje: minério e expectativa da reforma tributária estimulam alta 
na bolsa – Tempo Real – Estadão E-Investidor – As principais notícias do 
mercado financeiro"
2023-11-08,"Ações da Dexco (DXCO3) têm dia pra lá de azedo no Ibovespa, mas J.P. Morgan 
não muda de ideia"
2023-11-08,Melhores Small Caps para 2024 - o que a Suno considera que vale a pena
2023-11-08,"Totvs lidera altas do Ibovespa após divulgar resultado robusto no 3T23 e 
recompra de ações. Vale a pena comprar os papéis TOTS3?"
2023-11-08,"Bolsa cai, puxada por queda das ações da Petrobras"
2023-11-08,"PETR4 cai, mas MGLU3 e bancos evitam queda maior da Bolsa; DXCO3 despenca 
12%"
2023-11-08,"Tempo Real: Ibovespa (IBOV) cai nesta quarta (8), em dia de discurso de 
Jerome Powell"
2023-11-07,Confira as ações com maiores altas e baixas no Ibovespa em 2023 – até aqui
2023-11-07,Varejistas disparam e bancos dão suporte à alta da Bolsa; blue chips recuam
2023-11-07,"Tempo Real: Ibovespa (IBOV) vai a 119 mil pontos, mesmo com queda de VALE3 
e PETR4"
2023-11-07,"Bolsa hoje: Ibovespa sobe aos 119 mil pontos com ata do Copom e Brasília; 
dólar cai a R$ 4,87"
2023-11-07,"Voando alto: Magazine Luiza (MGLU3) sobe 23,7% e Casas Bahia (BHIA3) ganha 
11,8%; entenda por que varejistas lideraram o Ibovespa hoje"
2023-11-07,"Dólar fecha em queda, a R$ 4,87, com percepção de menor risco fiscal; 
Ibovespa sobe"
2023-11-07,Ibovespa opera em alta; Magalu (MGLU3) lidera
2023-11-07,"Dólar tem nova queda e fecha a R$ 4,87, com fiscal e ata do Copom no radar; 
Ibovespa sobe"
2023-11-07,"Dólar cai pelo 5º dia, a R$ 4,875, com alívio no risco fiscal; Bolsa sobe"
2023-11-07,"Ibovespa avança 0,71%, com ajuda de bancos e recuo da curva de juros; Dólar 
cai 0,28%"
2023-11-06,"Ibovespa tem a quarta alta consecutiva e fecha com 118.498 pontos; dólar 
cai a R$ 4,88"
2023-11-06,Ibovespa tem mudança a partir desta segunda-feira (6); confira
2023-11-06,"Trade hoje: Ibovespa saiu de tendência de baixa e mira 119,7 mil pontos, 
aponta análise técnica"
2023-11-06,Ibovespa abre em alta após Banco Central manter inflação de 2023 inalterada
2023-11-06,"Ibovespa sobe, de olho nas bolsas americanas e com alta do petróleo – Tempo 
Real – Estadão E-Investidor – As principais notícias do mercado financeiro"
2023-11-06,"Dólar engata 4ª queda seguida e fecha a R$ 4,88, à espera de dados de 
inflação e ata do Copom; Ibovespa sobe"
2023-11-06,B3 tem novos horários de funcionamento a partir de hoje; confira as mudanças
2023-11-06,"Todas as principais carteiras recomendadas de ações ficaram no vermelho em 
outubro; mas estas 3 superaram o Ibovespa"
2023-11-06,"Dólar cai a R$ 4,888, menor valor em mais de 1 mês; Bolsa emenda 4ª alta"
2023-11-06,"Itaú: Ibovespa está próximo de dar presentão de Natal para investidores; 
entenda"
2023-11-05,"O que Warren Buffett poderia comprar na B3 com os bilhões de dólares que a 
Berkshire Hathaway possui no caixa"
2023-11-04,Bolsa terá novo horário de negociação a partir de 2ª; confira
2023-11-04,Quanto renderam R$ 1.000 em bitcoins?
2023-11-04,"Redução da taxa Selic deve incentivar investimentos, avaliam especialistas"
2023-11-04,Fim do horário de verão nos EUA fará Bolsa do Brasil fechar mais tarde
2023-11-04,Joesley Day: entenda o que esse dia representou para o Brasil
2023-11-04,Quais ações do agronegócio vale a pena ter na carteira?
2023-11-04,"Sem luz e sem água: falta de energia em São Paulo prejudica o abastecimento 
da Sabesp"
2023-11-03,"Ibovespa fecha em alta 2,7% e dólar cai 1,5%, abaixo de R$ 4,90, com 
otimismo sobre juros"
2023-11-03,"Ibovespa: bolsa dispara e fecha em alta de 2,7% em reação a dados do 
payroll e ao Copom"
2023-11-03,"Blue chips, varejistas e bancos puxam disparada da Bolsa; 18 ações subiram 
mais de 7%, só uma caiu"
2023-11-03,"Ibovespa registra alta de 2,7% nesta 6ª feira, a maior desde maio"
2023-11-03,"Ibovespa: O fator responsável por ‘despejar’ 5 mil pontos no índice; é hora 
de ir às compras?"
2023-11-03,"Ações da Taesa (TAEE11) fecham em alta de 2,5% no Ibovespa"
2023-11-03,"Ibovespa na semana: Locaweb (LWSA3), Vamos (VAMO3) e GPA (PCAR3) são os 
destaques positivos – Mercado – Estadão E-Investidor – As principais 
notícias do mercado financeiro"
2023-11-03,"Dólar cai e fecha abaixo de R$ 4,90, com Copom e dados dos EUA no radar; 
Ibovespa sobe mais de 2%"
2023-11-03,"Ibovespa sobe 2,70% e vai aos 118 mil pontos com exterior, Copom e cenário 
de juros nos EUA; dólar desce 1,54%, a R$ 4,89"
2023-11-03,"10 ações para investir e bater o Ibovespa em novembro, segundo Inter Invest"
2023-11-02,"Ibovespa (IBOV) terá um respiro em novembro? Veja 3 fatores que devem mexer 
com a Bolsa"
2023-11-02,"Ibovespa vai decolar em 2024? XP atualiza estimativas e projeta alta de 
mais de 20% em cenário base — confira os outros cenários da corretora"
2023-11-02,"Bolsas internacionais sobem em dia de Ibovespa fora de jogo; BoE mantém 
juros no nível mais alto em 15 anos"
2023-11-02,Veja as 10 ações recomendadas pelos especialistas para investir em novembro
2023-11-02,Horário de negociação com ações na B3 muda a partir de 6/11
2023-11-02,"Veja as melhores ações de dividendos para comprar em novembro, segundo a XP"
2023-11-02,Confira as cinco ações mais recomendadas para investir em novembro
2023-11-02,"Copom reduz Selic para 12,25% e CEO da Empiricus Research alerta: quando 
taxa básica de juros estiver abaixo de 10%, vai ser tarde demais para 
ajustar a carteira de investimentos"
2023-11-02,"A bolsa vai emendar no feriado do dia 2 de novembro? Confira o 
funcionamento da B3, dos bancos, do transporte público e dos correios no 
Dia de Finados"
2023-11-01,"Ibovespa fecha em alta com decisão sobre juros no Brasil e nos EUA no 
radar; dólar cai a R$ 4,97"
2023-11-01,"XP projeta Ibovespa a 136 mil pontos em 2024 e traça mais três cenários 
para o índice no ano que vem"
2023-11-01,Exterior e commodities impulsionam Ibovespa antes de decisões de Fed e Copom
2023-11-01,"Tempo Real: Ibovespa (IBOV) sobre no primeiro pregão de novembro; mercado 
repercute Super Quarta"
2023-11-01,"Ibovespa deveria subir 47% para voltar à média histórica de valuation, 
aponta analista; veja os números"
2023-11-01,"Raia Drogasil (RADL3) lidera as perdas do Ibovespa – Tempo Real – Estadão 
E-Investidor – As principais notícias do mercado financeiro"
2023-11-01,"Bolsa sobe 1,69% e dólar avança 1,35% na véspera de Finados"
2023-11-01,"Magazine Luiza (MGLU3) tomba mais de 37%; confira as 5 ações que mais 
caíram em outubro"
2023-11-01,"Salto da Petrobras (PETR3;PETR4) “segura” Ibovespa em 2023; sem as ações, 
índice estaria a 106 mil pontos"
2023-11-01,Carteira Recomendada de Ações – Novembro 2023
2023-10-31,"Ibovespa encerra outubro com recuo de quase 3%; dólar fecha em queda, a R$ 
5,04"
2023-10-31,"Ibovespa Ao Vivo: índice fecha em alta, mas acumula queda no mês"
2023-10-31,"Ibovespa tem queda de quase 3% em outubro e dólar fecha o mês a R$ 5,04"
2023-10-31,"As 5 ações mais rentáveis do Ibovespa em outubro – Mercado – Estadão 
E-Investidor – As principais notícias do mercado financeiro"
2023-10-31,"Ambev (ABEV3) e Vale (VALE3) puxam ganhos da Bolsa, GPA (PCAR3) dispara e 
Petrobras (PETR4) cai"
2023-10-31,"Ibovespa fecha em alta de olho na meta fiscal, mas cai 3% no acumulado de 
outubro"
2023-10-31,"Mercado agora | Ibovespa firma alta e volta aos 113 mil pontos, com 
commodities e balanços"
2023-10-31,"Bolsa cai 2,94% em outubro e dólar sobe para R$ 5,04"
2023-10-31,"Dólar recua e fecha a R$ 5,04, na véspera de decisões de juros no Brasil e 
nos EUA; Ibovespa sobe"
2023-10-31,"Os melhores investimentos de outubro: bitcoin é o vencedor, com alta de 
quase 30%; Ibovespa tem a maior queda"
2023-10-30,"Ibovespa fecha em queda com temor sobre cenário fiscal do Brasil; dólar 
sobe a R$ 5,04"
2023-10-30,Tempo Real: Ibovespa (IBOV) recua após falas de Haddad sobre a meta fiscal
2023-10-30,"Após Haddad, varejo e bancos puxam queda da Bolsa; VALE3 e USIM5 evitam 
perdas maiores"
2023-10-30,"Com risco controlado, fundo indexado supera benchmark"
2023-10-30,Ibovespa fecha em queda com falas de Haddad sobre metal fiscal
2023-10-30,"Bolsa fecha em queda e dólar sobe a R$ 5,05 com incertezas fiscais"
2023-10-30,"Dólar vai a R$ 5,047 e Bolsa cai após declarações de Haddad sobre déficit"
2023-10-30,"Ibovespa Futuro sobe em semana marcada por decisões de juros no Brasil e 
nos EUA; reunião Haddad-Lula ganha destaque"
2023-10-30,"IBOVESPA E DÓLAR: Decisões de política monetária pelo mundo, com balanços e 
metas fiscais no Brasil"
2023-10-30,"Dólar sobe e fecha a R$ 5,04, com fiscal e decisões de juros no radar; 
Ibovespa cai ao menor nível desde junho"
2023-10-29,"Fluxo externo na B3 não deve ser tão ruim em novembro, avalia Pedro Martins 
Junior, do JPMorgan"
2023-10-29,"O futuro do carro é híbrido — e consumidor já sabe: buscas por modelos que 
unem baterias e gasolina cresceram quase 120% no Brasil, diz levantamento"
2023-10-28,"5 ações para buscar retornos acima do Ibovespa na semana, segundo a Mycap"
2023-10-28,"Bolsa em queda de 18%, falta de gasolina e entrevista com fim inesperado: 
veja o que aconteceu uma semana após a eleição da Argentina"
2023-10-28,"The LED: do ‘showbiz’ para o varejo, empresa de telões planeja emissão para 
investir R$ 100 milhões — e será que o negócio dará em IPO?"
2023-10-27,"Fundos de ações superam Ibovespa neste ano, revela estudo; veja quais"
2023-10-27,"Ibovespa fecha em queda de 1,22% após falas de Lula sobre meta fiscal; 
dólar sobe a R$ 5"
2023-10-27,"Veja os fundos de ações que batem com folga o Ibovespa neste ano complexo 
para o mercado"
2023-10-27,"Declarações de Lula reforçam incertezas fiscais e pesam para queda do 
Ibovespa"
2023-10-27,"Bancos, varejo e construtoras puxam queda da Bolsa após falas de Lula; Vale 
(VALE3) e Usiminas (USIM5) se salvam"
2023-10-27,"Ibovespa hoje: falas de Lula assustam e índice fecha em queda – Tempo Real 
– Estadão E-Investidor – As principais notícias do mercado financeiro"
2023-10-27,Fala de Lula sobre meta fiscal causa instabilidade no mercado
2023-10-27,"Ibovespa despenca, e dólar sobe após fala de Lula sobre meta fiscal"
2023-10-27,"Bolsa despenca, e dólar sobe após fala de Lula sobre déficit zero"
2023-10-27,"Ibovespa fecha em queda com Lula, balanços e NY sob holofotes; dólar sobe"
2023-10-26,"Ibovespa fecha em alta puxada por Vale; dólar cai a R$ 4,99"
2023-10-26,S&P 500 ou Ibovespa? Qual índice de ações dá mais retorno desde 2000
2023-10-26,"Ibovespa Futuro cai em linha com índices de NY, em dia de agenda cheia no 
exterior e com IPCA-15 no radar"
2023-10-26,"Tempo Real: Ibovespa (IBOV) dispara com IPCA-15 no radar e arrancada da 
Vale (VALE3)"
2023-10-26,"Bolsa tem forte alta e dólar cai, com desaceleração do IPCA-15"
2023-10-26,Ibovespa Ao Vivo: Acompanhe o que acontece no mercado hoje (26)
2023-10-26,"Ibovespa fecha em alta, impulsionado por Vale e com alívio na curva de juros"
2023-10-26,"WEGE3 se recupera, MGLU3 sobe e bancos completam ganhos da Bolsa; VALE3 
avança com dividendos e balanço"
2023-10-26,"Dólar recua e fecha em R$ 4,98, após dados de PIB nos EUA e prévia da 
inflação no Brasil; Ibovespa sobe"
2023-10-26,"BlackRock aumenta posição em ações brasileiras e analista alerta: ‘muitos 
investidores só vão calibrar as carteiras quando for tarde demais’"
2023-10-25,"Bolsa hoje: Ibovespa encerra pregão em queda, em linha com exterior 
negativo, enquanto dólar recupera os R$ 5; Weg (WEGE3) derrete mais de 10%"
2023-10-25,"WEG (WEGE3) despenca, Magalu (MGLU3) sobe com movimento técnico e blue 
chips oscilam"
2023-10-25,"Dólar fecha em alta e volta a R$ 5, com aversão ao risco no exterior e 
noticiário corporativo no radar; Ibovespa cai"
2023-10-25,"Dólar sobe a R$ 5,002 com alta dos rendimentos nos EUA e guerra; Bolsa cai"
2023-10-25,Suno Prev tem captação recorde e rende 18% em 2023
2023-10-25,"Balanço do Google derruba ações de tecnologia e Nasdaq cai 2,43%"
2023-10-25,"Bitcoin atinge alta de 100% em 2023 – segundo especialistas, ainda há 
espaço para mais"
2023-10-25,"Por que as ações da Weg (WEGE3) — uma das queridinhas da B3 — despencam 
mais de 9% após o balanço do terceiro trimestre?"
2023-10-25,"Hora de fugir do ‘efeito manada’? Enquanto Weg (WEGE3) despenca 10% após 
resultado do 3T23, analista recomenda investir"
2023-10-25,"Americanas (AMER3) leva enquadrada da B3 por cotação abaixo de R$ 1; veja o 
que pode salvar a varejista do grupamento de ações"
2023-10-24,"Ibovespa sobe 1,03% com alta das ações da Vale e Petrobras"
2023-10-24,"Ibovespa fecha em alta com apoio da Vale; dólar cai a R$ 4,99"
2023-10-24,"Dólar fecha abaixo de R$ 5 e Ibovespa avança, acompanhando bolsas de NY"
2023-10-24,"Ibovespa Futuro sobe, acompanhando bom humor no exterior com resultados de 
techs no radar"
2023-10-24,Dólar fecha abaixo de R$ 5 pela primeira vez em quase um mês
2023-10-24,Ibovespa Ao Vivo: Acompanhe o que acontece no mercado hoje (24)
2023-10-24,"Banco Safra projeta Ibovespa em 142 mil pontos e Selic a 8,75% em 2024"
2023-10-24,"Dólar engata 4ª queda seguida e fecha abaixo de R$ 5, com apoio do 
exterior; Ibovespa sobe"
2023-10-24,"Safra projeta Ibovespa aos 142 mil pontos com Selic baixando a 8,75% no fim 
de 2024"
2023-10-24,"Ibovespa hoje: CVC Brasil (CVCB3), Alpargatas (ALPA4) e Locaweb (LWSA3) são 
os destaques positivos – Mercado – Estadão E-Investidor – As principais 
notícias do mercado financeiro"
2023-10-23,"Ibovespa cai e encerra no menor nível desde junho, com juros dos EUA e 
tensões no Oriente Médio no radar; dólar fecha a R$ 5,01"
2023-10-23,"Trade hoje: Ibovespa segue em tendência de baixa no curto prazo e já mira 
suporte nos 111,6 mil pontos, aponta análise técnica"
2023-10-23,"Dólar cai para R$ 5,01 com alívio nos Estados Unidos"
2023-10-23,"Mercado agora | Bolsas da Europa fecham mistas; Ibovespa melhora com EUA, e 
dólar fica abaixo de R$ 5"
2023-10-23,"Blue chips caem e derrubam Bolsa, ações de varejo e construção sobem; 
Méliuz (CASH3) dispara"
2023-10-23,"Reta final 2023: ainda dá para ganhar na Bolsa? Veja as oportunidades – 
Mercado – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2023-10-23,"Dólar cai a R$ 5,017 antes de dados do PIB dos EUA; Bolsa também tem queda"
2023-10-23,"Vai viajar? Setor de turismo sobe em bloco na bolsa, com CVC (CVCB3) em 
alta de 12%; veja quais ações mais sobem"
2023-10-23,"Ibovespa cai 0,33% e perde os 113 mil pontos pressionado por Petrobras 
(PETR4); dólar cai a R$ 5,01"
2023-10-23,"Ações da Petrobras (PETR3;PETR4) desabam 7% sob a 'sombra do passado' em 
nova proposta"
2023-10-22,Veja como ETFs podem ajudar na diversificação dos investimentos
2023-10-22,"‘Nada melhor do que comprar empresas espetaculares a preços excelentes’, 
diz analista: veja por que investir em Weg (WEGE3) e nestas outras 9 ações"
2023-10-22,"Raia Drogasil (RADL3) ou Pague Menos (PGMN3)? BB revisa preço-alvo e aponta 
a preferida do setor"
2023-10-21,Ganhar dinheiro na Bolsa brasileira como uma pessoa preguiçosa
2023-10-21,"O que tem na carteira dos milionários? ‘Tubarões’ do mercado estão trocando 
a Bolsa por classe de ativo que pode pagar até 15% ao ano"
2023-10-21,"O que a gestora de Ermírio de Moraes Filho pensa sobre as ações da 
Eletrobras (ELET3)"
2023-10-21,"Por que os vinhos da Argentina seguem caros para os brasileiros apesar do 
dólar alto e do real forte no país vizinho"
2023-10-20,"Ibovespa fecha semana com queda de 2,25%; dólar recua 1,11%"
2023-10-20,"Sem trégua nos mercados, Ibovespa (IBOV) marca seu 4º pregão negativo 
seguido e não se salva na semana"
2023-10-20,"Ibovespa cai 0,74% no pregão e tem baixa de 2,25% na semana, sem trégua 
sobre incertezas no exterior"
2023-10-20,"Aversão ao risco derruba Ibovespa aos 113 mil pontos, mesmo patamar de junho"
2023-10-20,"Mercado agora | Ibovespa cai mais de 1%, pressionado por Vale, Petrobras e 
Nova York"
2023-10-20,"Ibovespa é negociado com desconto ante média histórica, diz BofA – Tempo 
Real – Estadão E-Investidor – As principais notícias do mercado financeiro"
2023-10-20,"Bolsa tem 4ª queda seguida e registra tombo de 2,25% na semana"
2023-10-20,"Dólar fecha em queda e volta a R$ 5,03, com juros dos EUA e guerra no 
Oriente Médio no radar; Ibovespa cai"
2023-10-20,"Dólar fecha em queda e volta a R$5,03; Ibovespa cai 0,7%"
2023-10-20,"Dólar cai a R$ 5,031 com incertezas sobre a guerra; Bolsa também recua"
2023-10-19,"Ibovespa fecha em leve baixa; dólar fica estável, a R$ 5,05"
2023-10-19,"Ibovespa (IBOV) opera de lado nesta quinta (19); analistas projetam novo 
patamar aos 113 mil pontos"
2023-10-19,"Fechamento | Ibovespa não resiste a mau humor externo e tem leve queda de 
0,05%"
2023-10-19,"Ibovespa chega a subir de olho em fala de Powell, mas perde fôlego e fecha 
praticamente no zero"
2023-10-19,"Dólar e Ibovespa fecham praticamente estáveis em dia de discurso de Powell, 
presidente do BC dos EUA"
2023-10-19,"Smart Dividendos: 7 respostas para entender o primeiro índice do Ibovespa 
com as maiores pagadoras de dividendos"
2023-10-19,Ibovespa Ao Vivo: Confira o que acontece no mercado hoje (19)
2023-10-19,"Ibovespa hoje: Magazine Luiza (MGLU3), CVC Brasil (CVCB3) e Gol (GOLL4) são 
os destaques negativos – Mercado – Estadão E-Investidor – As principais 
notícias do mercado financeiro"
2023-10-19,"Bolsa cai, com discurso desanimador de presidente do BC dos EUA"
2023-10-19,Juro de 10 anos nos EUA flerta com 5% e traz ares de 2007 para o mercado
2023-10-18,"Ibovespa fecha em queda de 1,6% seguindo EUA e com foco no Oriente Médio; 
dólar sobe a R$ 5,05"
2023-10-18,"Dólar fecha em alta, em meio a temores sobre guerra no Oriente Médio; 
Ibovespa tem queda firme"
2023-10-18,"Ibovespa: Tombo desta quarta-feira (18) é só o começo? Veja o que dizem 3 
analistas"
2023-10-18,"Mercado Agora | Ibovespa cai mais de 1%, pressionado por Vale e ações 
cíclicas"
2023-10-18,"Ibovespa fecha em queda de 1,60%, com pressão de juros nos EUA e tensão no 
Oriente Médio; dólar sobe 0,38%"
2023-10-18,"Ibovespa hoje: guerra e China fazem índice cair nesta quarta-feira – Tempo 
Real – Estadão E-Investidor – As principais notícias do mercado financeiro"
2023-10-18,Ibovespa Ao Vivo: Confira o que acontece no mercado hoje (18)
2023-10-18,"Não era para cair? Entenda por que o Ibovespa acumula alta após 10 dias de 
guerra Israel-Hamas"
2023-10-18,"Após prévias, VALE3 cai 3% e MRVE3 10%; PETR4 ganha 2% com petróleo"
2023-10-18,"Ibovespa hoje: Petrobras ON (PETR3), Magazine Luiza (MGLU3) e Petrobras PN 
(PETR4) são os destaques positivos – Mercado – Estadão E-Investidor – As 
principais notícias do mercado financeiro"
2023-10-17,"Ibovespa Futuro opera em leve queda, acompanhando principais índices de NY 
e de olho no conflito entre Israel e o Hamas"
2023-10-17,"Ibovespa hoje: Magazine Luiza (MGLU3), Cielo (CIEL3) e Carrefour (CRFB3) 
são os destaques negativos – Mercado – Estadão E-Investidor – As principais 
notícias do mercado financeiro"
2023-10-17,"Na lona: por que Casas Bahia (BHIA3) e Magazine Luiza (MGLU3) derraparam 
feio no Ibovespa hoje"
2023-10-17,"Dólar fecha em queda e renova menor nível de outubro, de olho em dados dos 
EUA; Ibovespa cai"
2023-10-17,"Ibovespa cai 0,54% apesar de alta de mais de 2,5% de Petrobras (PETR4); 
dólar fica estável"
2023-10-17,"Petrobras (PETR4) e Vale (VALE3) sobem, mas B3 (B3SA3), bancos e varejo 
derrubam Bolsa"
2023-10-17,"Com pressão nos juros dos EUA, Ibovespa cai 0,54%, a 115,9 mil pontos Por 
Estadão Conteúdo"
2023-10-17,"Mercado Intraday: Ibovespa testa alta apoiada no ambiente externo – Mercado 
– Estadão E-Investidor – As principais notícias do mercado financeiro"
2023-10-17,"Bitcoin na carteira de longo prazo? Na última década a criptomoeda superou 
S&P 500 e o Ibovespa; saiba como começar a investir"
2023-10-17,"Ibovespa hoje: Gol PN (GOLL4), Petrobras PN (PETR4) e Petrobras ON (PETR3) 
são os destaques positivos – Mercado – Estadão E-Investidor – As principais 
notícias do mercado financeiro"
2023-10-16,"Ibovespa x Gaza: Até onde o índice pode cair, se a guerra entre Israel e 
Hamas se agravar?"
2023-10-16,"Guerra em Israel muda as projeções para o Ibovespa no fim de 2023? – 
Mercado – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2023-10-16,"Ibovespa Futuro sobe seguindo exterior, mas preocupações com conflito entre 
Israel e Hamas seguem no radar"
2023-10-16,"Dólar recua e fecha no menor nível do mês, com maior apetite por risco no 
exterior; Ibovespa sobe"
2023-10-16,"Bitcoin (BTC) rendeu 12x mais que o Ibovespa, quase 5x o S&P 500 e 6x o CDI 
em 2023; aprenda como investir em criptomoedas com segurança"
2023-10-16,"Tempo Real: Ibovespa (IBOV) opera em alta nesta segunda (16), em linha com 
Nova York"
2023-10-16,"Ibovespa sobe 0,67% com alívio de tensões no exterior e balanços nos EUA; 
dólar cai 1%"
2023-10-16,"Ibovespa fecha em alta de 0,67% sem escalada das tensões no Oriente Médio; 
dólar cai 1,01%"
2023-10-16,"Ibovespa hoje: GPA (PCAR3), Gol (GOLL4) e Azul (AZUL4) são os destaques 
positivos – Mercado – Estadão E-Investidor – As principais notícias do 
mercado financeiro"
2023-10-16,Guerra em Israel vai impactar projeções do Ibovespa para o fim de 2023?
2023-10-15,"Federal Reserve põe em xeque Ibovespa a 140 mil pontos; incerteza com 
Israel-Hamas entra no radar"
2023-10-15,"Ibovespa perde para poupança em 2023, mas mercado segue otimista"
2023-10-15,"Guerra entre Israel e Hamas chega ao 9º dia com iminência de invasão à Gaza 
e temor de escalada do conflito; tensão pode voltar a pressionar o mercado 
financeiro"
2023-10-14,"Ibovespa Smart Dividendos (IBSD): vale a pena investir? Para analistas da 
Empiricus Research, existem ações fora do índice com maior potencial para 
outubro"
2023-10-14,"Brasileiros ganham dinheiro lá fora e perdem aqui, o oposto do que ocorre 
com os “gringos”; o que explica?"
2023-10-14,"Uma semana para eleição na Argentina: Após debates, quem ganhou, quem 
perdeu espaço — e o cenário antes da disputa"
2023-10-13,"Ibovespa fecha em queda com preocupação com economia global e aversão ao 
risco"
2023-10-13,"Vale (VALE3) e varejo puxam perdas da Bolsa; Petrobras (PETR4), PRIO 
(PRIO3) e Suzano (SUZB3) sobem"
2023-10-13,"Mercado agora | Ibovespa tem leve queda de olho no exterior, mas se mantém 
acima de 116 mil pontos"
2023-10-13,"Ibovespa Smart Dividendos (IBSD): novo índice da B3 reúne as 21 maiores 
pagadoras de proventos da Bolsa; veja se vale a pena investir"
2023-10-13,Ibovespa amplia queda em dia de ajuste após feriado; petrolíferas avançam
2023-10-13,"Dólar fecha em alta, repercutindo a inflação nos EUA acima das 
expectativas; Ibovespa cai"
2023-10-13,"Dólar sobe a R$ 5,089 com inflação nos EUA e guerra em Israel; Bolsa cai"
2023-10-13,"Bolsa sobe 1,39% na semana e dólar cai para R$ 5,09"
2023-10-13,"Ações da EZTec (EZTC3) despencam e ficam entre as maiores quedas do 
Ibovespa após prévia considerada 'fraca' pelos analistas"
2023-10-13,Bolsa brasileira vai suar a camisa para não viver típica sexta-feira 13
2023-10-12,"Bolsa agora: índices de Nova York recuam com inflação acima do esperado nos 
Estados Unidos"
2023-10-11,"Petrobras (PETR4) cai com realização e Vale (VALE3) avança antes de feriado 
que fecha Bolsa nesta 5ª feira"
2023-10-11,Dólar fecha em leve queda após IPCA e com alívio no exterior; Ibovespa sobe
2023-10-11,Confira o funcionamento da bolsa no feriado de 12 de outubro
2023-10-11,"Dólar cai a R$ 5,05 em dia de surpresa positiva com a inflação; Bolsa sobe"
2023-10-11,ETF que paga dividendos chega à bolsa
2023-10-11,"Confira os investimentos que ganharam e perderam da inflação em setembro – 
Investimentos – Estadão E-Investidor – As principais notícias do mercado 
financeiro"
2023-10-11,"‘A hora é de colocar um monte de ações para dentro da carteira’, diz 
analista - entenda a oportunidade que se abriu na bolsa brasileira"
2023-10-11,"B3 (B3SA3) tem queda anual de 20,9% no volume de negociação de ações, mas 
número de investidores cresce"
2023-10-11,"As perspectivas para ofertas de ações, segundo o BTG Pactual"
2023-10-11,Tudo o que você precisa saber sobre o setor elétrico na bolsa
2023-10-10,"Blue chips puxam ganhos da Bolsa, com varejo e NYSE; Alpargatas (ALPA4) 
lidera quedas"
