,ivolbr,Volume,Signal,RSI_14,trends,Data
251,16.94993151723011,23.60903234203163,33.37613223696812,47.281883491134494,2.810344827586207,2015-05-21
252,17.794430611173095,29.87896141081538,31.158834957365727,42.87213482144992,2.810344827586207,2015-05-22
253,17.794430611173095,29.87896141081538,20.76572570714535,42.87213482144992,2.810344827586207,2015-05-23
254,17.794430611173095,29.87896141081538,63.65313750335461,42.87213482144992,2.810344827586207,2015-05-24
255,17.794430611173095,0.0,24.725217379789466,44.62762165378628,2.810344827586207,2015-05-25
256,15.060808570045225,26.891019125213067,45.56699407558173,39.159191295163005,2.810344827586207,2015-05-26
257,17.977109857150452,29.25860478208516,39.14940669673772,43.753586931806446,2.810344827586207,2015-05-27
258,17.69775690309271,20.48415093749511,49.7174711368664,42.278431815031176,2.810344827586207,2015-05-28
259,12.87237988967751,61.74957386585766,21.07222151556086,36.14121233851177,2.810344827586207,2015-05-29
260,12.87237988967751,61.74957386585766,33.457720038404034,36.14121233851177,2.810344827586207,2015-05-30
261,12.87237988967751,61.74957386585766,37.889337305394164,36.14121233851177,2.810344827586207,2015-05-31
262,0.0,16.74511705005708,28.57607451363291,38.29112497765957,2.603448275862069,2015-06-01
263,23.599080337966793,29.264859962156166,34.82274094031944,46.85830657326723,2.603448275862069,2015-06-02
264,28.0140735856969,26.786244859023878,47.031609641859454,43.04984883565139,2.603448275862069,2015-06-03
265,28.0140735856969,26.786244859023878,23.289391802954114,43.04984883565139,2.603448275862069,2015-06-04
266,28.0140735856969,17.58487497458833,19.066220789528206,40.32704241413754,2.603448275862069,2015-06-05
267,28.0140735856969,17.58487497458833,25.280470974613007,40.32704241413754,2.603448275862069,2015-06-06
268,28.0140735856969,17.58487497458833,51.80309814996603,40.32704241413754,2.603448275862069,2015-06-07
269,24.265149910129935,15.29235147856819,28.823282274447624,39.52909980239095,2.603448275862069,2015-06-08
270,18.74396918113449,32.423725898009295,25.35024206069185,39.5764944755759,2.603448275862069,2015-06-09
271,8.942921752196876,31.00849140694638,34.63551162061269,47.41737223414783,2.603448275862069,2015-06-10
272,20.524072775449476,23.283344019265957,40.586604790609094,46.276493118170855,2.603448275862069,2015-06-11
273,19.907017554153928,12.117847592537567,34.83479590316211,44.18859273307463,2.603448275862069,2015-06-12
274,19.907017554153928,12.117847592537567,45.60334812255669,44.18859273307463,2.603448275862069,2015-06-13
275,19.907017554153928,12.117847592537567,27.292250851830463,44.18859273307463,2.603448275862069,2015-06-14
276,22.119342578476953,15.686427823040955,38.706063552481616,42.90477157905865,2.603448275862069,2015-06-15
277,22.119342578476953,26.204513112421225,14.649505379878125,47.33062488271114,2.603448275862069,2015-06-16
278,20.0390354485119,21.714857616463632,49.06673560021038,44.35650608750451,2.603448275862069,2015-06-17
279,16.272514797003048,16.582482368211178,27.197084174737974,51.52539755101896,2.603448275862069,2015-06-18
280,22.725910776153356,21.011149858476553,43.17486274657617,48.21439223011874,2.603448275862069,2015-06-19
281,22.725910776153356,21.011149858476553,48.998712476764396,48.21439223011874,2.603448275862069,2015-06-20
282,22.725910776153356,21.011149858476553,53.50358993102022,48.21439223011874,2.603448275862069,2015-06-21
283,22.725910776153356,11.725335043082552,33.14231180957746,49.04202397679383,2.603448275862069,2015-06-22
284,28.71162295554538,15.961655746164794,35.928213220068464,48.37593521258998,2.603448275862069,2015-06-23
285,28.71162295554538,17.61615087494331,21.55381524509495,48.9521657221328,2.603448275862069,2015-06-24
286,28.71162295554538,25.49455017436314,30.818171593492178,43.98508049788576,2.603448275862069,2015-06-25
287,13.207607236995123,17.2142555553818,46.65659640145068,50.768210881371466,2.603448275862069,2015-06-26
288,13.207607236995123,17.2142555553818,37.02309074877304,50.768210881371466,2.603448275862069,2015-06-27
289,13.207607236995123,17.2142555553818,16.53226449056558,50.768210881371466,2.603448275862069,2015-06-28
290,13.207607236995123,14.793500867906234,33.27624012453729,43.93497445063418,2.603448275862069,2015-06-29
291,15.54596510927943,22.151156426415625,33.84624415292369,44.4726252343937,2.603448275862069,2015-06-30
292,22.809292928424373,17.348741926908218,27.91160388165972,42.36345314783839,3.0,2015-07-01
293,22.809292928424373,21.791483572333338,27.912251659796954,45.36963176408066,3.0,2015-07-02
294,26.01391593473814,0.0,16.370119993401456,41.44307119914038,3.0,2015-07-03
295,26.01391593473814,0.0,44.01141637307854,41.44307119914038,3.0,2015-07-04
296,42.40248811223224,0.0,4.311976129890038,41.44307119914038,3.0,2015-07-05
297,42.40248811223224,22.817296058078067,50.07796827417377,39.14345925529389,3.0,2015-07-06
298,41.442477022420654,43.31019550404381,26.621578346110482,41.001524600542176,3.0,2015-07-07
299,42.019731937091635,29.32985204525674,31.27858539679462,37.45241108308796,3.0,2015-07-08
300,42.019731937091635,29.32985204525674,43.42488587178679,37.45241108308796,3.0,2015-07-09
301,51.193561777466435,25.050414995011565,23.987255064960518,44.852585111257234,3.0,2015-07-10
302,51.193561777466435,25.050414995011565,24.788124206648952,44.852585111257234,3.0,2015-07-11
303,51.193561777466435,25.050414995011565,27.910987820722905,44.852585111257234,3.0,2015-07-12
304,46.55310851426637,23.526290093188134,44.4500904139513,49.08643046211616,3.0,2015-07-13
305,43.647015063551265,26.37075718015665,51.79807349366119,50.02548417362043,3.0,2015-07-14
306,19.408736095442457,21.97032414188372,18.293176866532196,47.38242140982099,3.0,2015-07-15
