Data,ivolbr,Volume,Signal,RSI_14,trends,indicador
2015-05-17,91.33583750894925,16.95028307411987,56.96111723344849,62.49422155363799,2.810344827586207,55.83000383184506
2015-05-18,95.67881517714713,31.33174985358235,46.42552239870952,54.222463033120086,2.810344827586207,53.465223847367014
2015-05-19,92.51617678063981,22.29615409644043,58.05492409587308,49.46561869325997,2.810344827586207,55.60226991498036
2015-05-20,83.91619888952707,23.202316652567195,13.434858641243084,45.79566316586556,2.810344827586207,35.258775138941715
2015-05-21,83.05006848276989,23.60903234203163,33.37613223696812,47.281883491134494,2.810344827586207,43.2553689773841
2015-05-22,82.2055693888269,29.87896141081538,31.158834957365727,42.87213482144992,2.810344827586207,42.3898478419448
2015-05-23,82.2055693888269,29.87896141081538,20.76572570714535,42.87213482144992,2.810344827586207,38.23260414185665
2015-05-24,82.2055693888269,29.87896141081538,63.65313750335461,42.87213482144992,2.810344827586207,55.38756886034035
2015-05-25,82.2055693888269,0.0,24.725217379789463,44.62762165378628,2.810344827586207,36.300966488604416
2015-05-26,84.93919142995478,26.891019125213067,45.56699407558173,39.159191295163005,2.810344827586207,47.99890627302701
2015-05-27,82.02289014284955,29.25860478208516,39.14940669673772,43.753586931806446,2.810344827586207,45.573043661402544
2015-05-28,82.30224309690729,20.48415093749511,49.7174711368664,42.278431815031176,2.810344827586207,48.588906555797784
2015-05-29,87.12762011032248,61.74957386585766,21.07222151556086,36.14121233851177,2.810344827586207,42.728176392109766
2015-05-30,87.12762011032248,61.74957386585766,33.457720038404034,36.14121233851177,2.810344827586207,47.682375801247034
2015-05-31,87.12762011032248,61.74957386585766,37.88933730539416,36.14121233851177,2.810344827586207,49.45502270804308
2015-06-01,100.0,16.74511705005708,28.57607451363291,38.29112497765957,2.603448275862069,43.570304886503955
2015-06-02,76.4009196620332,29.26485996215617,34.82274094031944,46.85830657326723,2.603448275862069,42.80506693615021
2015-06-03,71.9859264143031,26.78624485902388,47.031609641859454,43.04984883565139,2.603448275862069,45.79898199974018
2015-06-04,71.9859264143031,26.78624485902388,23.289391802954118,43.04984883565139,2.603448275862069,36.30209486417804
2015-06-05,71.9859264143031,17.58487497458833,19.06622078952821,40.32704241413754,2.603448275862069,33.122304420564
2015-06-06,71.9859264143031,17.58487497458833,25.280470974613007,40.32704241413754,2.603448275862069,35.60800449459792
2015-06-07,71.9859264143031,17.58487497458833,51.80309814996603,40.32704241413754,2.603448275862069,46.21705536473913
2015-06-08,75.73485008987006,15.29235147856819,28.823282274447624,39.52909980239095,2.603448275862069,37.57605166995267
2015-06-09,81.25603081886551,32.423725898009295,25.35024206069185,39.5764944755759,2.603448275862069,39.71447690327748
2015-06-10,91.05707824780312,31.00849140694638,34.63551162061269,47.41737223414783,2.603448275862069,46.68205199291884
2015-06-11,79.47592722455052,23.28334401926596,40.58660479060909,46.276493118170855,2.603448275862069,45.05894819214707
2015-06-12,80.09298244584608,12.117847592537569,34.83479590316211,44.18859273307463,2.603448275862069,41.255813841014096
2015-06-13,80.09298244584608,12.117847592537569,45.60334812255669,44.18859273307463,2.603448275862069,45.56323472877193
2015-06-14,80.09298244584608,12.117847592537569,27.292250851830463,44.18859273307463,2.603448275862069,38.238795820481435
2015-06-15,77.88065742152304,15.686427823040956,38.706063552481616,42.90477157905865,2.603448275862069,42.53683452922207
2015-06-16,77.88065742152304,26.204513112421225,14.649505379878123,47.33062488271114,2.603448275862069,34.78220358430977
2015-06-17,79.9609645514881,21.714857616463632,49.06673560021038,44.35650608750451,2.603448275862069,48.13620066853841
2015-06-18,83.72748520299695,16.582482368211178,27.197084174737974,51.52539755101896,2.603448275862069,40.584534788134405
2015-06-19,77.27408922384664,21.011149858476557,43.17486274657617,48.21439223011874,2.603448275862069,45.502004993252754
2015-06-20,77.27408922384664,21.011149858476557,48.9987124767644,48.21439223011874,2.603448275862069,47.83154488532804
2015-06-21,77.27408922384664,21.011149858476557,53.50358993102022,48.21439223011874,2.603448275862069,49.633495867030376
2015-06-22,77.27408922384664,11.725335043082552,33.14231180957746,49.04202397679383,2.603448275862069,40.4317117348634
2015-06-23,71.28837704445462,15.961655746164794,35.928213220068464,48.37593521258998,2.603448275862069,40.4959232465716
2015-06-24,71.28837704445462,17.61615087494331,21.55381524509495,48.9521657221328,2.603448275862069,35.02500476137236
2015-06-25,71.28837704445462,25.49455017436314,30.818171593492178,43.98508049788576,2.603448275862069,39.09466156012785
2015-06-26,86.79239276300487,17.2142555553818,46.65659640145068,50.768210881371466,2.603448275862069,49.118889883511855
2015-06-27,86.79239276300487,17.2142555553818,37.02309074877304,50.768210881371466,2.603448275862069,45.2654876224408
2015-06-28,86.79239276300487,17.2142555553818,16.53226449056558,50.768210881371466,2.603448275862069,37.06915711915782
2015-06-29,86.79239276300487,14.793500867906234,33.27624012453729,43.93497445063418,2.603448275862069,42.60999848296989
2015-06-30,84.45403489072056,22.151156426415625,33.84624415292369,44.4726252343937,2.603448275862069,43.240323919036996
2015-07-01,77.19070707157563,17.348741926908218,27.91160388165972,42.36345314783839,3.0,38.226342704901114
2015-07-02,77.19070707157563,21.791483572333338,27.912251659796954,45.36963176408066,3.0,39.15771684886444
2015-07-03,73.98608406526186,0.0,16.370119993401456,41.44307119914038,3.0,30.524952913568598
2015-07-04,73.98608406526186,0.0,44.01141637307854,41.44307119914038,3.0,41.58147146543943
2015-07-05,57.59751188776776,0.0,4.311976129890038,41.44307119914038,3.0,21.6045523237905
2015-07-06,57.59751188776776,22.817296058078067,50.07796827417377,39.14345925529389,3.0,42.47565969578294
2015-07-07,58.557522977579346,43.31019550404381,26.62157834611048,41.001524600542176,3.0,36.126977095912274
2015-07-08,57.98026806290836,29.32985204525674,31.27858539679462,37.45241108308796,3.0,35.65428406548802
2015-07-09,57.98026806290836,29.32985204525674,43.42488587178679,37.45241108308796,3.0,40.512804255484895
2015-07-10,48.80643822253356,25.050414995011565,23.98725506496052,44.852585111257234,3.0,30.8343865949012
2015-07-11,48.80643822253356,25.050414995011565,24.788124206648952,44.852585111257234,3.0,31.15473425157657
2015-07-12,48.80643822253356,25.050414995011565,27.910987820722905,44.852585111257234,3.0,32.40387969720615
2015-07-13,53.44689148573363,23.52629009318813,44.4500904139513,49.08643046211616,3.0,40.51834910642697
2015-07-14,56.35298493644873,26.37075718015665,51.79807349366119,50.02548417362043,3.0,44.657005800798785
2015-07-15,80.59126390455754,21.97032414188372,18.2931768665322,47.38242140982099,3.0,36.43417991671535
2015-07-16,69.81215974628333,12.250313103653228,32.884403852098814,48.83374375314608,3.0,38.542308584510266
2015-07-17,69.81215974628333,20.000424547326407,39.613585980444974,43.264780995325815,3.0,41.50662502158035
2015-07-18,69.81215974628333,20.000424547326407,60.38516280339636,43.264780995325815,3.0,49.8152557507609
2015-07-19,69.81215974628333,20.000424547326407,51.87465897624298,43.264780995325815,3.0,46.411054219899555
2015-07-20,75.55248405538467,24.1227790867987,60.085283499191554,38.45166180201817,3.0,51.04403952462489
2015-07-21,75.55248405538467,30.652316967033894,36.37962142254687,37.68498594392154,3.0,42.28213244673434
2015-07-22,46.773360844709,34.488102061177266,22.49128095567211,34.41261390466229,3.0,29.60244208917604
2015-07-23,34.59724482565791,56.95090110170031,35.20963264896259,29.019220616606887,3.0,33.77942948078791
2015-07-24,54.924317620175465,45.29707699165764,48.93110632798352,26.736440821135243,3.0,42.60771166283638
2015-07-25,54.924317620175465,45.29707699165764,22.231853826600663,26.736440821135243,3.0,31.928010662283242
2015-07-26,54.924317620175465,45.29707699165764,61.56761030457844,26.736440821135243,3.0,47.66231325347435
2015-07-27,31.204099726400926,42.253072661274906,39.224637327722014,24.824596717266225,3.0,32.17558853500668
2015-07-28,42.84356215522953,56.01901972022332,47.12513939273182,33.517920895108546,3.0,41.053063872816594
2015-07-29,66.91780432680034,47.72336496210914,17.673793665902522,39.14501327100552,3.0,34.957515827200424
2015-07-30,66.91780432680034,37.41535587679636,43.840111649189176,37.30468303841864,3.0,43.90550060577763
2015-07-31,59.75451747220182,34.88929928463775,46.92843121253996,45.04419673151497,3.0,44.00168885508553
2015-08-01,59.75451747220182,34.88929928463775,35.41547026024318,45.04419673151497,3.086206896551724,39.40512516382199
2015-08-02,59.75451747220182,34.88929928463775,64.77417800703806,45.04419673151497,3.086206896551724,51.148608262539945
2015-08-03,60.04748646814137,23.6600225010083,30.21343925309874,40.95507505477646,3.086206896551724,35.482755202403105
2015-08-04,44.35347591902379,24.874227854550085,37.39838178638357,40.519169918474695,3.086206896551724,34.530517105592644
2015-08-05,47.021261056552,24.6980407140886,19.04435968452109,42.40877376602231,3.086206896551724,28.07003163761547
2015-08-06,37.99163818569893,45.47326413211913,36.57200607362046,40.72935292836566,3.086206896551724,35.210659798088685
2015-08-07,28.054715869018892,36.50682459827209,18.14816093118444,33.34156310950709,3.086206896551724,23.31261249285607
2015-08-08,28.054715869018892,36.50682459827209,19.125479314016687,33.34156310950709,3.086206896551724,23.703539845988967
2015-08-09,28.054715869018892,36.50682459827209,61.28798178527143,33.34156310950709,3.086206896551724,40.56854083449086
2015-08-10,28.054715869018892,28.518966651807503,68.11927829165569,39.71420171600476,3.086206896551724,43.0991570195487
2015-08-11,0.0,37.98424929419007,39.26591065912668,38.28681171748096,3.086206896551724,25.548867579764725
2015-08-12,42.58274413052715,58.07595151669531,16.079591355352218,34.99013129272636,3.086206896551724,29.019403615605555
2015-08-13,43.78487884407248,35.82967161264302,20.09940940574959,33.28448165536584,3.086206896551724,27.933873321474238
2015-08-14,53.025334630636,29.30013373240781,27.869645156261114,31.11521163582308,3.086206896551724,32.264730580847484
2015-08-15,53.025334630636,29.30013373240781,72.31350701097166,31.11521163582308,3.086206896551724,50.0422753227317
