Data,ivolbr,RSI_14,Volume,Signal,trends
2020-06-07,31.153350830078125,73.49796502389957,13320300.0,-0.056519481921647914,43.1551724137931
2020-06-08,29.488082885742188,76.9814858086727,11096500.0,-0.11997839179053427,43.1551724137931
2020-06-09,5.822455406188965,73.86020473749633,11278800.0,-0.15940789640260974,43.1551724137931
2020-06-10,6.367417335510254,67.13251653785609,11739600.0,-0.18012762261767476,43.1551724137931
2020-06-11,6.367417335510254,67.13251653785609,11739600.0,0.07390500423953816,43.1551724137931
2020-06-12,42.19205856323242,61.58933521287966,12785600.0,-0.5023258437115603,43.1551724137931
2020-06-13,42.19205856323242,61.58933521287966,12785600.0,-0.2813456867805072,43.1551724137931
2020-06-14,42.19205856323242,61.58933521287966,12785600.0,-0.3013268093579952,43.1551724137931
2020-06-15,36.964900970458984,60.399285412950576,13317500.0,-0.07178269360484857,43.1551724137931
2020-06-16,5.5567145347595215,62.547572115884456,12034200.0,-0.5074895698665884,43.1551724137931
2020-06-17,6.552116394042969,66.01327814448781,11134700.0,-0.21548740771823027,43.1551724137931
2020-06-18,6.552116394042969,66.95735752138253,10008500.0,-0.1682848465496776,43.1551724137931
2020-06-19,6.68077278137207,67.70450367460958,13134400.0,-0.08627426555479209,43.1551724137931
2020-06-20,6.68077278137207,67.70450367460958,13134400.0,-0.3702790931242674,43.1551724137931
2020-06-21,6.68077278137207,67.70450367460958,13134400.0,-0.16074514341800128,43.1551724137931
2020-06-22,34.597267150878906,63.43336036939176,8264700.0,-0.13979663187614014,43.1551724137931
2020-06-23,34.51231384277344,64.67411721145059,9752700.0,-0.09976394602996627,43.1551724137931
2020-06-24,5.884994983673096,59.258900784379975,9962700.0,-0.16787059316741718,43.1551724137931
2020-06-25,35.608245849609375,62.64419813759038,8697900.0,-0.2053233703872462,43.1551724137931
2020-06-26,39.88383102416992,55.94530178664439,8439100.0,-0.26956767225118394,43.1551724137931
2020-06-27,39.88383102416992,55.94530178664439,8439100.0,-0.7366248084049628,43.1551724137931
2020-06-28,39.88383102416992,55.94530178664439,8439100.0,-0.08830418141610617,43.1551724137931
2020-06-29,27.63300895690918,60.01829851031331,8906800.0,-0.24810289839301725,43.1551724137931
2020-06-30,39.30508804321289,57.95718708793278,10144500.0,-0.5519823857508044,43.1551724137931
2020-07-01,39.30508804321289,60.42930829260372,10163300.0,-0.6277921371804149,43.05172413793103
2020-07-02,32.41682052612305,60.499092365505234,10062900.0,-0.06390818122210608,43.05172413793103
2020-07-03,35.042564392089844,61.703711969884765,5351600.0,-0.3208541248285954,43.05172413793103
2020-07-04,35.042564392089844,61.703711969884765,5351600.0,-0.29160157464646497,43.05172413793103
2020-07-05,35.042564392089844,61.703711969884765,5351600.0,-0.49322950128703974,43.05172413793103
2020-07-06,34.22639465332031,66.24657215720488,9489400.0,-0.12645174376963203,43.05172413793103
2020-07-07,37.10442352294922,61.96086634674997,8951400.0,-0.39166703198834135,43.05172413793103
2020-07-08,32.405006408691406,66.00671288356672,9142700.0,-0.45796009278447286,43.05172413793103
2020-07-09,31.85716438293457,63.78824066765111,0.0,-0.38262409735876396,43.05172413793103
2020-07-10,32.60257339477539,65.5697082526886,9147200.0,0.08410146721090202,43.05172413793103
2020-07-11,32.60257339477539,65.5697082526886,9147200.0,-0.6203656972590671,43.05172413793103
2020-07-12,32.60257339477539,65.5697082526886,9147200.0,-0.41245466110737294,43.05172413793103
2020-07-13,32.50486373901367,60.65032251266842,10382300.0,-0.25352508278984986,43.05172413793103
2020-07-14,30.990787506103516,64.40519387505991,10019400.0,-0.2766646480422854,43.05172413793103
2020-07-15,28.501333236694336,67.03122204646372,9285600.0,-0.33458737017871826,43.05172413793103
2020-07-16,29.879852294921875,62.48219024537149,8127100.0,-0.1387858922865774,43.05172413793103
2020-07-17,31.938568115234375,67.02732663298431,10429400.0,-0.4693592942173039,43.05172413793103
2020-07-18,31.938568115234375,67.02732663298431,10429400.0,-0.38803476787088237,43.05172413793103
2020-07-19,31.938568115234375,67.02732663298431,10429400.0,-0.7707252949586241,43.05172413793103
2020-07-20,29.070295333862305,69.63656899728745,8931800.0,-0.4015101974543229,43.05172413793103
2020-07-21,29.070295333862305,69.19183386403853,11105800.0,-0.37280204180182586,43.05172413793103
2020-07-22,27.965105056762695,69.10988160815229,10833700.0,-0.33963508109689583,43.05172413793103
2020-07-23,33.0189094543457,61.302314976462135,10366600.0,-0.27631124176123883,43.05172413793103
2020-07-24,31.61125373840332,61.51100837359967,9795200.0,-0.15614900945392143,43.05172413793103
2020-07-25,31.61125373840332,61.51100837359967,9795200.0,-0.25020406255255945,43.05172413793103
2020-07-26,31.61125373840332,61.51100837359967,9795200.0,-0.21698222780833007,43.05172413793103
2020-07-27,27.843711853027344,66.14002799771622,9622400.0,-0.27535429814740353,43.05172413793103
2020-07-28,28.80864715576172,64.66874771580753,9087100.0,-0.034593040184733394,43.05172413793103
2020-07-29,21.92612648010254,67.80419028489226,9238300.0,-0.3400863398255785,43.05172413793103
2020-07-30,31.23630714416504,65.31724060340436,9591700.0,-0.19283945288275237,43.05172413793103
2020-07-31,32.84696578979492,57.34721607057772,12929300.0,-0.008392264486307992,43.05172413793103
2020-08-01,32.84696578979492,57.34721607057772,12929300.0,-0.1552894365131057,35.62068965517241
2020-08-02,32.84696578979492,57.34721607057772,12929300.0,-0.16719690369356807,35.62068965517241
2020-08-03,25.806285858154297,57.054046839057634,10901000.0,-0.14387232581444204,35.62068965517241
2020-08-04,29.71064567565918,51.47596470686175,12029800.0,-0.2745169684529159,35.62068965517241
2020-08-05,25.941322326660156,56.025658144533786,10922100.0,-0.44307402417279224,35.62068965517241
2020-08-06,28.758014678955078,59.4442492282097,9686600.0,-0.2099289485696154,35.62068965517241
2020-08-07,27.8671875,54.76891749453012,10337100.0,-0.20908217220648767,35.62068965517241
2020-08-08,27.8671875,54.76891749453012,10337100.0,-0.12166740154963308,35.62068965517241
2020-08-09,27.8671875,54.76891749453012,10337100.0,-0.05683632108991831,35.62068965517241
2020-08-10,25.710561752319336,56.588351229346415,8259500.0,-0.2546845977539363,35.62068965517241
2020-08-11,27.665477752685547,52.28242187596916,9360900.0,-0.48493785814349083,35.62068965517241
2020-08-12,27.665477752685547,52.09418785438928,10114200.0,-0.1610936678948925,35.62068965517241
2020-08-13,28.88300132751465,46.73273172523868,10721300.0,-0.5124145410684137,35.62068965517241
2020-08-14,27.07141876220703,49.731979189872376,8576300.0,-0.07059079056362881,35.62068965517241
2020-08-15,27.07141876220703,49.731979189872376,8576300.0,-0.1232102876184572,35.62068965517241
2020-08-16,27.07141876220703,49.731979189872376,8576300.0,-0.5177443065182631,35.62068965517241
2020-08-17,31.41091537475586,44.42313718872679,10816200.0,-0.43303798086734785,35.62068965517241
2020-08-18,28.764144897460938,52.15161718189984,9418700.0,-0.3056453444630517,35.62068965517241
2020-08-19,26.732450485229492,48.58440593328451,10025800.0,-0.4872910169335693,35.62068965517241
2020-08-20,29.065828323364258,50.43555013159976,9405000.0,-0.5595884761250202,35.62068965517241
2020-08-21,31.049840927124023,50.60088207403768,9100200.0,-0.42875809535743314,35.62068965517241
2020-08-22,31.049840927124023,50.60088207403768,9100200.0,-0.058191097094641916,35.62068965517241
2020-08-23,31.049840927124023,50.60088207403768,9100200.0,0.06948884881008152,35.62068965517241
2020-08-24,23.64372444152832,53.072296688523465,7723000.0,-0.04047565419959223,35.62068965517241
2020-08-25,26.24372100830078,52.4180471527651,8170900.0,-0.4872897078390786,35.62068965517241
2020-08-26,27.424667358398438,47.22483772195711,9861200.0,-0.18886684536471418,35.62068965517241
2020-08-27,31.85842514038086,47.21470186328828,7360600.0,0.08381331023125999,35.62068965517241
2020-08-28,29.393083572387695,52.7451196700491,7665700.0,-0.23906969022833377,35.62068965517241
2020-08-29,29.393083572387695,52.7451196700491,7665700.0,-0.6306250878558111,35.62068965517241
2020-08-30,29.393083572387695,52.7451196700491,7665700.0,-0.20791005506275273,35.62068965517241
2020-08-31,29.393083572387695,43.73367702397386,12226100.0,-0.16949739363769195,35.62068965517241
2020-09-01,29.16747283935547,52.54387109340174,9384700.0,-0.16548089833392846,30.137931034482758
2020-09-02,30.687456130981445,51.74274420814683,7557900.0,-0.08534800268685475,30.137931034482758
2020-09-03,32.46101379394531,48.08676807915566,12611000.0,-0.06539401137039244,30.137931034482758
2020-09-04,35.12917709350586,49.76045803524995,11327400.0,0.031636897863313244,30.137931034482758
2020-09-05,35.12917709350586,49.76045803524995,11327400.0,0.0120795683700774,30.137931034482758
2020-09-06,35.12917709350586,49.76045803524995,11327400.0,-0.3346157706632395,30.137931034482758
2020-09-07,35.12917709350586,49.76045803524995,11327400.0,-0.747188927306033,30.137931034482758
2020-09-08,31.311847686767578,46.098550077993046,8479000.0,-0.42750730481013005,30.137931034482758
2020-09-09,26.537046432495117,50.21000174854977,7955600.0,0.10095698339568408,30.137931034482758
2020-09-10,30.383512496948242,43.19126560797451,8894600.0,-0.17876178130991494,30.137931034482758
