Date,BBAS3.SA,BBDC3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CMIG4.SA,CPFE3.SA,CPLE6.SA,CSNA3.SA,CYRE3.SA,ELET3.SA,EMBR3.SA,GGBR4.SA,GOAU4.SA,ITSA4.SA,PETR3.SA,PETR4.SA,SBSP3.SA,TRPL4.SA,USIM5.SA,VALE3.SA,VIVT3.SA,WEGE3.SA
2000-01-03 00:00:00,0.486804336309433,1.0526413917541504,0.7056675553321838,749.5711059570312,1384.787841796875,2743.89599609375,0.09978513419628143,0.573531985282898,1.7129418849945068,0.3414763808250427,8.896824836730957,6.064208030700684,220.79136657714844,158.5962371826172,0.4018125534057617,1.33231782913208,1.3474775552749634,4.741244792938232,2092.29833984375,1.4593217372894287,1.464700698852539,7.079176425933838,0.12004131078720093
2000-01-04 00:00:00,0.46365123987197876,0.976085901260376,0.6552627086639404,744.7399291992188,1350.55712890625,2606.48974609375,0.1179279312491417,0.5512088537216187,1.737588882446289,0.3414763808250427,8.46669864654541,5.337687015533447,215.69265747070312,153.12742614746094,0.3634485602378845,1.257544755935669,1.2729367017745972,4.460147857666016,1826.609375,1.40611732006073,1.429827094078064,6.88744592666626,0.11582861840724945
2000-01-05 00:00:00,0.4684009552001953,1.0092597007751465,0.7056675553321838,744.7399291992188,1356.7811279296875,2620.654296875,0.1179279312491417,0.5563603043556213,1.830893874168396,0.3414763808250427,8.806273460388184,5.537850856781006,223.06761169433594,150.9398956298828,0.3937361240386963,1.2745386362075806,1.2600919008255005,4.336029052734375,2025.877197265625,1.539888620376587,1.429827094078064,6.964138984680176,0.11582861840724945
2000-01-06 00:00:00,0.47493109107017517,1.024571180343628,0.7056675553321838,725.3937377929688,1425.242431640625,2655.361083984375,0.1179279312491417,0.5460573434829712,1.9136359691619873,0.3414763808250427,8.602527618408203,5.359927654266357,229.89625549316406,152.58053588867188,0.3997935950756073,1.2643423080444336,1.2557344436645508,4.314291000366211,1995.9857177734375,1.6797397136688232,1.429827094078064,7.1175217628479,0.10529864579439163
2000-01-07 00:00:00,0.46424537897109985,1.0424336194992065,0.7056675553321838,725.3937377929688,1462.5849609375,2663.152587890625,0.1269991397857666,0.5409055352210999,1.9013137817382812,0.3414763808250427,8.738356590270996,5.5230231285095215,240.3668670654297,153.12742614746094,0.39777442812919617,1.2745386362075806,1.2614684104919434,4.374959468841553,1926.2423095703125,1.746625542640686,1.4821374416351318,7.152917385101318,0.10529864579439163
2000-01-10 00:00:00,0.48977258801460266,1.0475376844406128,0.7056675553321838,797.93310546875,1493.7034912109375,2613.572265625,0.12881352007389069,0.5563603043556213,1.9241989850997925,0.3488997220993042,8.985114097595215,5.574918270111084,248.10577392578125,160.23687744140625,0.41190865635871887,1.311924934387207,1.2873852252960205,4.651252746582031,2055.765625,1.9275199174880981,1.6041958332061768,7.595364570617676,0.10529864579439163
2000-01-11 00:00:00,0.4832422137260437,0.9862930774688721,0.7056675553321838,797.93310546875,1493.7034912109375,2471.91552734375,0.1269991397857666,0.5323197841644287,1.8432174921035767,0.3563233017921448,8.625166893005371,5.270966529846191,244.4637908935547,161.8775177001953,0.40988919138908386,1.2677409648895264,1.2557344436645508,4.628755569458008,1992.66455078125,1.8241525888442993,1.607682704925537,7.757595539093018,0.10529864579439163
2000-01-12 00:00:00,0.48977258801460266,1.0335017442703247,0.7056675553321838,797.93310546875,1431.4659423828125,2429.41845703125,0.1269991397857666,0.5288857221603394,1.760475516319275,0.3563233017921448,8.523295402526855,5.300621032714844,248.10577392578125,164.04681396484375,0.4018125534057617,1.2235569953918457,1.2575693130493164,4.5276408195495605,1956.1328125,1.7344642877578735,1.6233761310577393,8.259035110473633,0.10740495473146439
2000-01-13 00:00:00,0.4814614951610565,1.090919017791748,0.7560723423957825,797.93310546875,1325.661865234375,2489.622802734375,0.1269991397857666,0.5494915246963501,1.5967507362365723,0.3563233017921448,8.328604698181152,5.337687015533447,218.51516723632812,169.53390502929688,0.3937361240386963,1.2235569953918457,1.2213302850723267,4.494020938873291,1989.34326171875,1.6721388101577759,1.6774307489395142,8.704435348510742,0.10951125621795654
2000-01-14 00:00:00,0.4808676838874817,1.205752968788147,0.8064772486686707,797.93310546875,1294.5430908203125,2620.654296875,0.1269991397857666,0.5529255867004395,1.549217700958252,0.3563233017921448,8.149763107299805,5.293207168579102,245.82957458496094,164.0286102294922,0.39575523138046265,1.2337530851364136,1.2385327816009521,4.58375883102417,2042.4813232421875,1.702541470527649,1.7088167667388916,8.760476112365723,0.11582861840724945
2000-01-17 00:00:00,0.48442983627319336,1.1853381395339966,0.8064772486686707,797.93310546875,1275.871826171875,2599.406982421875,0.1269991397857666,0.5529255867004395,1.6460440158843994,0.3563233017921448,8.285593032836914,5.411821365356445,246.7400665283203,167.71090698242188,0.40988919138908386,1.2235569953918457,1.2243123054504395,4.651252746582031,1959.45458984375,1.7131824493408203,1.743691086769104,9.294365882873535,0.11161679029464722
2000-01-18 00:00:00,0.4974903464317322,1.1955455541610718,0.8568820357322693,797.93310546875,1306.990966796875,2599.406982421875,0.1269991397857666,0.5615116357803345,1.6178765296936035,0.3563233017921448,8.308229446411133,5.560091018676758,264.039306640625,169.89852905273438,0.3997935950756073,1.2235569953918457,1.2300466299057007,4.606257438659668,1932.885498046875,1.6417372226715088,1.6913801431655884,9.792860984802246,0.10529864579439163
