Date,ABEV3.SA,ALOS3.SA,ALPA4.SA,ARZZ3.SA,ASAI3.SA,AZUL4.SA,B3SA3.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BBSE3.SA,BEEF3.SA,BPAC11.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,CMIN3.SA,COGN3.SA,CPFE3.SA,CPLE6.SA,CRFB3.SA,CSAN3.SA,CSNA3.SA,CVCB3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HAPV3.SA,HYPE3.SA,IGTI11.SA,IRBR3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,KLBN11.SA,LREN3.SA,LWSA3.SA,MGLU3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,NTCO3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PETZ3.SA,PRIO3.SA,QUANTIDADE TE�RICA TOTAL.SA,RADL3.SA,RAIL3.SA,RAIZ4.SA,RDOR3.SA,RECV3.SA,REDUTOR.SA,RENT3.SA,RRRP3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SOMA3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,TRPL4.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VAMO3.SA,VBBR3.SA,VIVA3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2007-09-26 00:00:00,765858.0,,,,,,,3898400,213622,,,275909.0,,4733737,1844511,3696400,3401600.0,,5573435,,,1345972,6263758,,3851874.0,4069800,,1963700,1302924.0,345625.0,684258,,1094200,,,,1119107.0,,3991932,953400,,,,,12613567,17924976.0,1365651.0,,4943174.0,,,190178.0,356065.0,213312.0,,0.0,3856600,24224600,,,,4534920.0,,,,,,5445292.0,,,1112100,800536.0,524100.0,,0.0,,846200.0,239540.0,324032,0.0,5839650,2571300,,,,31100,1696760,
2007-09-27 00:00:00,1514197.0,,,,,,,4046600,337083,,,494866.0,,4643496,1603101,1996000,2450000.0,,5489250,,,1069034,9983803,,2664671.0,3657000,,2933100,1045160.0,931000.0,1029089,,1079000,,,,274256.0,,4635792,790000,,,,,22474476,24109334.0,1686693.0,,3592169.0,,,293765.0,1229565.0,634236.0,,0.0,3295400,18645600,,,,7059000.0,,,,,,2102609.0,,,1041900,336380.0,432300.0,,0.0,,1013100.0,275697.0,478986,0.0,5691600,2359700,,,,38200,1461512,
2007-09-28 00:00:00,1684388.0,,,,,,,5473200,468740,,,125089.0,,4671696,1529564,1829300,3960000.0,,6172994,,,1290966,19058351,,2772844.0,6532200,,3772400,529095.0,1234125.0,869182,,2018600,,,,472178.0,,6583248,1031000,,,,,23116239,18695605.0,1870815.0,,7419122.0,,,488268.0,1861178.0,371121.0,,0.0,5260600,18320200,,,,3513120.0,,,,,,2827322.0,,,1667700,331540.0,453300.0,,0.0,,1608500.0,1367940.0,2138695,0.0,5229000,2516700,,,,13600,2991300,
2007-10-01 00:00:00,2495297.0,,,,,,,4839000,1182353,,,44645.0,,5786691,1568223,2899400,3089600.0,,0,,,746822,15602380,,8840471.0,17524800,,1855100,126026.0,692625.0,1514414,,1728600,,,,442463.0,,6817104,1553000,,,,,12361428,7147946.0,2195712.0,,8106698.0,,,114448.0,1234845.0,296116.0,,0.0,4077200,21494800,,,,4428840.0,,,,,,2620411.0,,,1381500,6347660.0,651600.0,,0.0,,0.0,191330.0,0,0.0,4585950,3527800,,,,20000,2540408,
2007-10-02 00:00:00,1349012.0,,,,,,,6164200,826827,,,109326.0,,6110343,1222600,2619000,3000800.0,,0,,,1060995,10931069,,5268495.0,20822400,,1859200,587467.0,971750.0,633524,,1206400,,,,324691.0,,6223392,1184000,,,,,9202942,10910198.0,2317627.0,,5126975.0,,,247503.0,1482672.0,480627.0,,0.0,3337400,21988200,,,,3723720.0,,,,,,5346546.0,,,1054800,1236136.0,276300.0,,0.0,,0.0,2809701.0,0,0.0,4542750,6423800,,,,27900,3957304,
2007-10-03 00:00:00,8341852.0,,,,,,,6194200,827852,,,110343.0,,6118586,1225542,2631100,3012000.0,,5832559,,,1064380,10949074,,5323483.0,6971400,,1878200,675650.0,979500.0,636726,,1213000,,,,324691.0,,6255144,1189000,,,,,10775679,10854032.0,2350450.0,,5139050.0,,,247603.0,1483662.0,481527.0,,0.0,3342800,22048000,,,,4059120.0,,,,,,5351780.0,,,955800,1236136.0,286500.0,,0.0,,1250400.0,2818741.0,563324,0.0,4555800,6437700,,,,28100,3962712,
2007-10-04 00:00:00,1233883.0,,,,,,,12276600,624475,,,308249.0,,6801032,1175117,2919800,1880400.0,,7172533,,,1262827,30348521,,3835648.0,4877400,,2720700,989822.0,795375.0,1281358,,1061700,,,,264441.0,,6051528,993600,,,,,17487677,7346945.0,2557601.0,,7695494.0,,,1045326.0,938508.0,641436.0,,0.0,5186800,19606800,,,,18130320.0,,,,,,2073649.0,,,1552200,4830320.0,648900.0,,0.0,,1868100.0,1226325.0,1359080,0.0,3841200,6446400,,,,31000,7039188,
2007-10-05 00:00:00,1932166.0,,,,,,,5757200,70183,,,149700.0,,5430066,1320930,2001700,2548800.0,,7214009,,,774325,17164819,,9196542.0,3296400,,2538500,959476.0,822625.0,638827,,1139500,,,,237316.0,,3427704,693400,,,,,13578912,6954081.0,845482.0,,9319517.0,,,200536.0,1820588.0,195311.0,,0.0,2240600,20091200,,,,13403520.0,,,,,,2336388.0,,,704700,2603920.0,331500.0,,0.0,,1100100.0,158186.0,580675,0.0,3678750,5034100,,,,22300,2917616,
2007-10-08 00:00:00,583153.0,,,,,,,5088200,246409,,,342725.0,,4732435,2049154,1950800,2620800.0,,0,,,1007258,10535958,,2978825.0,13662000,,577300,527846.0,571125.0,570582,,2464800,,,,283389.0,,4257288,870200,,,,,7689373,4380083.0,1152770.0,,5038429.0,,,199933.0,1115056.0,351620.0,,0.0,3748600,20934800,,,,3394560.0,,,,,,1237978.0,,,931500,640816.0,174300.0,,0.0,,0.0,212422.0,0,0.0,3623850,3614600,,,,6600,999804,
2007-10-09 00:00:00,648226.0,,,,,,,5105000,246409,,,342725.0,,4749355,2049574,1962200,2661600.0,,4871212,,,1008315,10563966,,3002713.0,4587600,,583300,625489.0,571250.0,572583,,2475900,,,,283389.0,,4313988,870200,,,,,8479424,13275232.0,1164544.0,,5055199.0,,,199933.0,1115056.0,353120.0,,0.0,3760000,20989400,,,,1400880.0,,,,,,1248795.0,,,1099500,665016.0,176700.0,,0.0,,419200.0,212422.0,600852,0.0,3635550,3615100,,,,6700,1000480,
2007-10-10 00:00:00,185207.0,,,,,,,5753000,103993,,,220788.0,,3898575,2746282,1920500,9198800.0,,8969568,,,1470372,42385901,,6486798.0,7045800,,2587700,328988.0,974000.0,1478089,,2255300,,,,260352.0,,5837328,1657000,,,,,17080376,9211915.0,1423170.0,,5112888.0,,,303319.0,819050.0,624335.0,,0.0,6139400,20588600,,,,917280.0,,,,,,2426061.0,,,1560600,438988.0,362400.0,,0.0,,982300.0,36157.0,1457540,0.0,7122150,3072400,,,,19800,2701972,
2007-10-11 00:00:00,645723.0,,,,,,,2200600,171103,,,40374.0,,2395285,1936747,1595200,15150000.0,,7323655,,,1571077,19318424,,3029756.0,4367400,,1623500,424133.0,805375.0,981857,,1540700,,,,79468.0,,4560444,662800,,,,,16399085,13289123.0,1990125.0,,5113559.0,,,255146.0,1498182.0,103805.0,,0.0,6711800,29760000,,,,7052760.0,,,,,,1190176.0,,,1253100,683892.0,114300.0,,0.0,,561400.0,40676.0,1592318,0.0,4725900,3930500,,,,18300,640172,
2007-10-15 00:00:00,1729438.0,,,,,,,5523200,331448,,,45662.0,,4269517,1412325,1099300,7339200.0,,0,,,2810844,11463218,,3358333.0,10153800,,1208200,104248.0,288750.0,1141064,,1261800,,,,782966.0,,4558428,1672000,,,,,18952635,9386152.0,966042.0,,7356737.0,,,180322.0,781100.0,563432.0,,0.0,3151600,33808200,,,,9973080.0,,,,,,1394296.0,,,1501500,812636.0,330300.0,,0.0,,0.0,254605.0,0,0.0,4386150,3800100,,,,108500,1943500,
2007-10-16 00:00:00,327867.0,,,,,,,5568800,331448,,,45662.0,,2151679,1413376,1111100,7361200.0,,5007550,,,2821634,11471220,,3374108.0,3390600,,1258300,83362.0,289125.0,1141064,,1262500,,,,810773.0,,4593456,1672000,,,,,20904194,7501554.0,992509.0,,7384240.0,,,180322.0,781100.0,563732.0,,0.0,3153800,33857000,,,,4208880.0,,,,,,1394994.0,,,643800,812636.0,340200.0,,0.0,,817800.0,254605.0,1163772,0.0,4390650,3803100,,,,108800,1946204,
2007-10-17 00:00:00,613187.0,,,,,,,6058800,170590,,,311707.0,,2562534,2140339,2619200,6193600.0,,0,,,1438849,13912906,,7524361.0,18352800,,1653000,169760.0,1446625.0,1133559,,860500,,,,363266.0,,5329296,1065000,,,,,17105663,6683515.0,2320545.0,,7688115.0,,,235535.0,3100643.0,175209.0,,0.0,4605200,26717400,,,,5369520.0,,,,,,1773924.0,,,980100,1081740.0,367800.0,,0.0,,0.0,402246.0,0,0.0,7789950,3732100,,,,51900,2710760,
2007-10-18 00:00:00,260291.0,,,,,,,6180600,170590,,,311707.0,,2566656,2152945,2623900,6225600.0,,6664140,,,1439695,13943915,,7577546.0,6136200,,1677900,61585.0,1447875.0,1133559,,863900,,,,365993.0,,5369112,1071000,,,,,19007875,4576968.0,2348887.0,,7708910.0,,,235535.0,3101633.0,175510.0,,0.0,4611600,26905800,,,,733200.0,,,,,,1778111.0,,,656700,1081740.0,370800.0,,0.0,,1239700.0,402246.0,3863370,0.0,7814700,3748600,,,,51900,2756728,
2007-10-19 00:00:00,352895.0,,,,,,,4034800,86063,,,85833.0,,2487261,2148953,1659600,4502800.0,,5493357,,,1340260,10505949,,4996709.0,4432200,,635000,4322732.0,582750.0,620815,,449000,,,,206373.0,,3461976,690600,,,,,10508564,5324950.0,1321262.0,,6536340.0,,,75125.0,673852.0,1609291.0,,0.0,3275600,20502200,,,,471120.0,,,,,,1586901.0,,,1230600,1138852.0,242100.0,,0.0,,937300.0,703555.0,934569,0.0,5528700,3426100,,,,22700,1087008,
2007-10-22 00:00:00,638215.0,,,,,,,2628000,217721,,,50137.0,,1955795,1494897,869400,2650800.0,,0,,,941250,7262039,,2701630.0,16680600,,2117300,392180.0,690125.0,723884,,429300,,,,131266.0,,3740436,613800,,,,,13423750,5919228.0,1230816.0,,3280915.0,,,140597.0,459684.0,829847.0,,0.0,3037800,23068400,,,,5704920.0,,,,,,653881.0,,,902400,1267112.0,260100.0,,0.0,,0.0,52728.0,0,0.0,4225950,3746600,,,,35800,1774500,
2007-10-23 00:00:00,1797014.0,,,,,,,2635800,217721,,,50239.0,,1956663,1494897,874100,2662800.0,,4546793,,,944000,7265039,,2713349.0,5566800,,2120600,186897.0,691000.0,723884,,429500,,,,131266.0,,3760344,618200,,,,,14842552,7412774.0,1247175.0,,3295002.0,,,140597.0,459684.0,831047.0,,0.0,3037800,23109200,,,,3937440.0,,,,,,653881.0,,,572100,1293248.0,260100.0,,0.0,,328000.0,52728.0,1072172,0.0,4243050,3746900,,,,35800,1783964,
2007-10-24 00:00:00,327867.0,,,,,,,3801400,401119,,,96308.0,,2771433,1607513,799200,6507200.0,,5718807,,,889416,7257037,,2443817.0,6783000,,1491500,834700.0,1805375.0,1028288,,658700,,,,545.0,,4708872,493800,,,,,18561537,8147469.0,2223638.0,,3639797.0,,,360141.0,1211745.0,623735.0,,0.0,2149200,14815400,,,,63960.0,,,,,,2191934.0,,,1117200,250228.0,215700.0,,0.0,,1213800.0,1328770.0,472934,0.0,3436650,2637300,,,,21800,4337892,
2007-10-25 00:00:00,460516.0,,,,,,,6703800,421098,,,65799.0,,2249729,1333746,752500,5428000.0,,6375037,,,854508,8024253,,2973416.0,7771200,,1237400,658870.0,455250.0,1019382,,680100,,,,433603.0,,2923704,386000,,,,,11522275,7191430.0,2379731.0,,4618504.0,,,59537.0,832250.0,198911.0,,0.0,4245600,26349400,,,,1213680.0,,,,,,1354519.0,,,553200,2208976.0,411000.0,,0.0,,674400.0,296788.0,629906,0.0,4666500,3694400,,,,24400,3999892,
2007-10-26 00:00:00,225252.0,,,,,,159020400.0,3476600,1047622,,,61731.0,,2089204,1736097,1166300,2377600.0,,4955396,,,1128484,8589411,,5793587.0,6599400,,1585000,107282.0,855500.0,568080,,433800,,,,1392546.0,,3180744,663800,,,,,19138240,6131513.0,1991896.0,,4868044.0,,,130540.0,828620.0,357920.0,,0.0,5083800,29738800,,,,405600.0,,,,,,2532134.0,,,659400,2605856.0,123600.0,,0.0,,368300.0,445936.0,461231,0.0,3788100,2535800,,,,37200,2394392,
2007-10-29 00:00:00,530594.0,,,,,,23786900.0,3403600,230015,,,36611.0,,4560847,1404762,1448600,2897600.0,,0,,,1045974,14310017,,4276004.0,24391800,,1066700,933593.0,484000.0,727086,,764100,,,,127995.0,,4435200,1213800,,,,,22609015,7960247.0,2776109.0,,5173932.0,,,345358.0,554723.0,264315.0,,0.0,6019400,32030800,,,,900120.0,,,,,,2002468.0,,,814500,595804.0,253500.0,,0.0,,0.0,69300.0,0,0.0,5395950,3248200,,,,18000,2765516,
2007-10-30 00:00:00,1066195.0,,,,,,11865000.0,3423400,235651,,,36611.0,,4571694,1405812,1457200,2933600.0,,7897342,,,1048090,14312018,,4284117.0,8167800,,1069900,145126.0,484250.0,727487,,765000,,,,130585.0,,4452588,1213800,,,,,25059451,5868497.0,2876246.0,,5179298.0,,,345961.0,554723.0,265815.0,,0.0,6021400,32064200,,,,1839240.0,,,,,,2005958.0,,,1256400,595804.0,254700.0,,0.0,,791700.0,69300.0,739665,0.0,5408100,3253900,,,,18000,2782416,
2007-10-31 00:00:00,2340123.0,,,,,,8228100.0,4861400,270486,,,270213.0,,2605919,6105861,1224900,5683600.0,,4765262,,,772210,15911467,,3954639.0,5849400,,1542600,374151.0,470375.0,981757,,1155700,,,,8642209.0,,5189184,1009800,,,,,19174821,9380113.0,2313355.0,,3943672.0,,,51190.0,938838.0,207611.0,,0.0,5421200,29133400,,,,3102840.0,,,,,,3114835.0,,,1791600,459316.0,274500.0,,0.0,,921800.0,242553.0,1057645,0.0,3719250,3322600,,,,19300,1571024,
2007-11-01 00:00:00,728316.0,,,,,,7338400.0,3979600,464642,,,184583.0,,3025452,3712975,1544800,6493200.0,,6279354,,,1252461,9715728,,3472816.0,8072400,,2009600,98536.0,1022750.0,1508510,,801100,,,,409339.0,,5002704,936200,,,,,19450775,7620832.0,6386240.0,,7461382.0,,,195910.0,1071827.0,328518.0,,0.0,4332200,22890600,,,,1469520.0,,,,,,2444554.0,,,1013400,900724.0,511200.0,,0.0,,619400.0,1587895.0,1175878,0.0,5193450,2456100,,,,19800,3410420,
2007-11-05 00:00:00,2069820.0,,,,,,6230600.0,2926200,174689,,,178379.0,,2244089,2066592,1489100,4497600.0,,0,,,976581,10878054,,5975678.0,23257800,,1778500,67832.0,790625.0,1407442,,1176100,,,,108094.0,,4304160,1119000,,,,,14836660,8325028.0,2114436.0,,4527274.0,,,367584.0,1395223.0,657037.0,,0.0,5171800,30225400,,,,2422680.0,,,,,,1006642.0,,,865200,172788.0,166200.0,,0.0,,0.0,1212766.0,0,0.0,5425200,2441200,,,,13600,1158664,
2007-11-06 00:00:00,578148.0,,,,,,3861500.0,2970000,175713,,,178379.0,,2255803,2070794,1503900,4516800.0,,5667475,,,978696,10882055,,5994158.0,7899000,,1782300,371473.0,802875.0,1416548,,1183700,,,,108094.0,,4324320,1119800,,,,,16370361,10760723.0,2153303.0,,4529286.0,,,367885.0,1395223.0,657037.0,,0.0,5194600,30378800,,,,2853240.0,,,,,,1007340.0,,,580500,172788.0,166500.0,,0.0,,505700.0,1218792.0,1811434,0.0,5435100,2450900,,,,13600,1176916,
2007-11-07 00:00:00,991111.0,,,,,,5589300.0,4148000,324276,,,230144.0,,3866688,1392786,1741900,4247600.0,,0,,,1099923,12833603,,4340007.0,11581200,,1404500,31238.0,889250.0,816546,,698300,,,,300291.0,,5018832,1163800,,,,,16539517,7414888.0,3528958.0,,7877953.0,,,420182.0,1006818.0,562832.0,,755.0,3983200,26825200,,,,876720.0,,,,,,658417.0,,,669000,380908.0,336600.0,,0.0,,0.0,397727.0,0,0.0,5960700,3492900,,,,24200,1924572,
2007-11-08 00:00:00,2059809.0,,,,,,6240500.0,4776000,577345,,,115428.0,,7927090,1333536,2759300,3377200.0,,10890210,,,1516493,10866050,,4418883.0,8346000,,2096100,307746.0,841250.0,1259143,,1294600,,,,768653.0,,5932080,1575000,,,,,24303771,12670687.0,5159070.0,,6689284.0,,,167449.0,1218675.0,860449.0,,0.0,10225600,86248000,,,,1296360.0,,,,,,1204133.0,,,703800,354772.0,321000.0,,0.0,,923300.0,1765667.0,665416,0.0,4529700,5174100,,,,39000,2305160,
2007-11-09 00:00:00,8990078.0,,,,,,25327300.0,4180600,600397,,,119394.0,,6454603,2198958,2095600,5642000.0,,9189680,,,1003873,9700723,,5917085.0,8620200,,1998200,1327201.0,745000.0,2935365,,1520700,,,,230091.0,,4083156,1329200,,,,,39965590,10749852.0,1836325.0,,15402392.0,,,183842.0,1232205.0,382821.0,,0.0,10098600,65370400,,,,2467920.0,,,,,,2911762.0,,,669600,606452.0,303600.0,,0.0,,1514800.0,81353.0,1005186,0.0,5380650,3581000,,,,107300,3244800,
2007-11-12 00:00:00,723310.0,,,,,,5747600.0,6208000,525604,,,79528.0,,2399407,1066703,1031500,3224400.0,,0,,,788500,7094992,,3715305.0,16597800,,1018900,21956.0,999750.0,650435,,1869700,,,,163572.0,,4629492,1061200,,,,,21686143,6128493.0,305932.0,,4711746.0,,,147637.0,1526231.0,485727.0,,0.0,3441600,40788800,,,,1561560.0,,,,,,2572958.0,,,987900,555632.0,63900.0,,0.0,,0.0,109977.0,0,0.0,4835250,3343700,,,,41100,2318004,
2007-11-13 00:00:00,1386554.0,,,,,,2585700.0,7098800,817094,,,84410.0,,2302441,1204531,916700,3068400.0,,0,,,652464,5759617,,4128618.0,14398200,,771000,104248.0,1545500.0,776019,,806800,,,,169433.0,,3079692,637400,,,,,26211138,8971849.0,3041925.0,,6928762.0,,,231009.0,1773729.0,484527.0,,0.0,4497200,36909800,,,,851760.0,,,,,,622478.0,,,884400,513524.0,716100.0,,0.0,33000.0,0.0,100938.0,0,0.0,4605750,2692800,,,,90900,3362424,
2007-11-14 00:00:00,1228877.0,,,,,,1836000.0,3916400,188520,,,509714.0,,4026778,2046212,1116600,2721200.0,,0,,,799925,7623140,,3550341.0,13703400,,1400100,306318.0,1232875.0,1139863,,929200,,,,60930.0,,4233096,620600,,,,,33305886,10096991.0,1785996.0,,6143247.0,,,206470.0,1536791.0,301217.0,,0.0,3425200,32544800,,,,1096680.0,,,,,,2393611.0,,,1209300,86152.0,45900.0,,0.0,100500.0,0.0,644800.0,0,0.0,6134850,3127900,,,,46900,1546688,
2007-11-16 00:00:00,267800.0,,,,,,3052200.0,7123800,222843,,,380557.0,,1934103,1651845,1916600,1702000.0,,4891745,,,1166566,6537835,,5311764.0,3961800,,1913300,956620.0,417000.0,986360,,1161600,,,,27807.0,,4291308,498000,,,,,14770863,10662884.0,1327722.0,,5025683.0,,,505767.0,1778018.0,1245670.0,,0.0,3879200,27237400,,,,195000.0,,,,,,1745661.0,,,1421700,17424.0,178200.0,,0.0,41700.0,535900.0,1191675.0,977746,0.0,4300200,2599500,,,,10900,1555476,
2007-11-19 00:00:00,668249.0,,,,,,3042200.0,4916200,132169,,,65595.0,,1529104,1216718,1167900,1824400.0,,4582931,,,496753,2180612,,3211848.0,2371800,,911700,103177.0,418375.0,676553,,905300,,,,200921.0,,6151320,1050400,,,,,10957356,6892177.0,195271.0,,3455996.0,,,112940.0,2279283.0,390622.0,,0.0,3395600,25743800,,,,391560.0,,,,,,1514674.0,,,1050900,146652.0,370500.0,,0.0,7200.0,1006200.0,96418.0,263906,0.0,3862800,3295700,,,,111900,1877928,
2007-11-21 00:00:00,2552862.0,,,,,,5994300.0,14963600,197229,,,135869.0,,2108510,1578308,1823200,2485200.0,,7692014,,,963041,5017408,,12544058.0,5448000,,1979600,636199.0,1014500.0,940429,,640800,,,,671191.0,,5414220,911200,,,,,13132820,9815555.0,1808399.0,,8099320.0,,,356320.0,780770.0,606034.0,,0.0,5193200,28488400,,,,639600.0,,,,,,3953995.0,,,1419900,1827584.0,452400.0,,0.0,16800.0,1079300.0,498665.0,579868,0.0,5645700,3489300,,,,10100,2237560,
2007-11-22 00:00:00,1058686.0,,,,,,1226400.0,5537600,206963,,,102207.0,,1965774,1174697,441900,611600.0,,3441715,,,781095,3725045,,2193215.0,1779600,,366200,261870.0,1777375.0,209640,,160800,,,,4634.0,,1430856,384400,,,,,9216445,3737490.0,937596.0,,4190529.0,,,164734.0,362995.0,998156.0,,0.0,2283600,10266000,,,,1102920.0,,,,,,1744614.0,,,368400,334928.0,46200.0,,0.0,83700.0,555000.0,272684.0,761052,0.0,1818450,1440300,,,,16200,695604,
2007-11-23 00:00:00,1584276.0,,,,,,1173500.0,4663200,194155,,,68951.0,,3726120,1651635,675400,1420000.0,,3127152,,,444496,8083269,,2071520.0,2563200,,877600,66047.0,753125.0,1182692,,555600,,,,132629.0,,3010896,595400,,,,,20510887,8558753.0,1400454.0,,5082031.0,,,358331.0,732591.0,886850.0,,0.0,2995800,13890200,,,,12063480.0,,,,,,4530764.0,,,561000,276848.0,165300.0,,0.0,33600.0,510200.0,757790.0,408369,0.0,2028150,2006200,,,,35900,2954120,
2007-11-26 00:00:00,1884612.0,,,,,,1513400.0,4979000,220282,,,703552.0,,4854347,4604871,1655500,5239600.0,,0,,,996045,9108557,,9305166.0,10193400,,1392600,1487322.0,569125.0,2391301,,1229600,,,,275483.0,,4470984,698600,,,,,14138920,8020037.0,2311896.0,,5145087.0,,,1105668.0,923659.0,1112163.0,,0.0,3280000,19963400,,,,558480.0,,,,,,1662618.0,,,1208700,3087436.0,131400.0,,0.0,111300.0,0.0,177772.0,0,0.0,5412600,3164500,,,,21700,2134132,
2007-11-27 00:00:00,2450246.0,,,,,,4565900.0,4747600,188008,,,712807.0,,2939116,2635767,1121600,3698000.0,,0,,,917554,11367191,,6265944.0,12794400,,878800,1186716.0,1576375.0,841863,,924500,,,,166980.0,,3773700,666400,,,,,19725009,11695020.0,2064732.0,,9376536.0,,,1412810.0,1449672.0,809746.0,,0.0,2973400,21010600,,,,5035680.0,,,,,,3346869.0,,,1465800,2211880.0,204000.0,,0.0,62400.0,0.0,338972.0,0,0.0,5177250,2231300,,,,21700,7995728,
2007-11-28 00:00:00,3253647.0,,,,,,4233500.0,7161400,328374,,,475544.0,,6261322,2312835,1975000,3346000.0,,0,,,1025029,14281009,,5347371.0,15192000,,1875000,314708.0,1020000.0,718180,,1120900,,,,50843.0,,4124988,1214400,,,,,21215009,13800661.0,3036923.0,,12301924.0,,,615288.0,3002964.0,418823.0,,0.0,3655400,25272000,,,,5377320.0,,,,,,5750599.0,,,1217400,618068.0,359100.0,,0.0,321600.0,0.0,1194688.0,0,0.0,3724800,3280600,,,,11000,11690068,
2007-11-29 00:00:00,650729.0,,,,,,6881800.0,9468000,244872,,,290757.0,,3712454,5001759,1898300,2844400.0,,0,,,804367,11692282,,5603382.0,19017000,,1075700,293108.0,445500.0,879889,,977800,,,,151031.0,,3345804,1227000,,,,,19632452,7706592.0,2283137.0,,6220390.0,,,244586.0,3448459.0,156608.0,,0.0,4160800,28679600,,,,5105880.0,,,,,,1486411.0,,,1266000,751652.0,324300.0,,0.0,11400.0,0.0,2449638.0,0,0.0,5403900,2698300,,,,18900,2294344,
2007-11-30 00:00:00,1749461.0,,,,,,6279200.0,13416600,232065,,,76884.0,,8010389,1776227,3858700,2989200.0,,10279563,,,1028626,6980960,,5316271.0,7281000,,1248100,227953.0,1509875.0,1096534,,1707700,,,,138218.0,,4887288,3228600,,,,,60111895,18609845.0,7566102.0,,5856142.0,,,351694.0,6532602.0,101405.0,,0.0,6421400,24220000,,,,10271040.0,,,,,,1214600.0,,,1070700,1008172.0,274200.0,,0.0,80700.0,1987300.0,617682.0,756210,0.0,5647800,5063000,,,,10300,3487484,
2007-12-03 00:00:00,1033658.0,,,,,,2495900.0,9726800,798139,,,474933.0,,2859939,1664031,1946600,2181200.0,,0,,,630885,4513267,,4171887.0,13289400,,1988000,70331.0,369625.0,945333,,1353100,,,,137400.0,,3404772,1548800,,,,,15904874,7408849.0,2178728.0,,6351868.0,,,235334.0,2132104.0,112806.0,,0.0,3776400,15271000,,,,856440.0,,,,,,978031.0,,,1646700,973808.0,224700.0,,0.0,67500.0,0.0,257618.0,0,0.0,3002100,2118700,,,,15200,3755180,
2007-12-04 00:00:00,760852.0,,,,,,2452000.0,9758000,798652,,,474933.0,,2884668,1676007,1988600,2183600.0,,3097174,,,650137,4533272,,4176845.0,4493400,,1988200,79792.0,369625.0,947734,,1367500,,,,137400.0,,3421656,1551200,,,,,17534078,8979700.0,2182062.0,,6353881.0,,,235837.0,2133754.0,113406.0,,0.0,3782000,15397600,,,,1272960.0,,,,,,978031.0,,,1566000,1018336.0,225600.0,,0.0,67500.0,611800.0,257618.0,1709341,0.0,3017100,2122200,,,,15200,3776136,
2007-12-05 00:00:00,1446621.0,,,,,,4189800.0,6013200,236675,,,362251.0,,2057533,7101969,960900,4588000.0,,0,,,831236,12439492,,2488889.0,38304000,,2604600,1086752.0,1442750.0,1017681,,1592100,,,,51525.0,,3707424,1449000,,,,,13973201,7401903.0,2422661.0,,7421134.0,,,309052.0,1276754.0,608734.0,,0.0,3806000,27190200,,,,4099680.0,,,,,,2086908.0,,,1187700,619520.0,146700.0,,0.0,56400.0,0.0,1250430.0,0,0.0,5662800,2888500,,,,26300,3455712,
2007-12-06 00:00:00,315353.0,,,,,,3771800.0,8180600,340669,,,190075.0,,3377522,1493006,671500,1339200.0,,0,,,1122772,6634862,,3076708.0,16452000,,1942600,257229.0,794625.0,1121851,,802700,,,,194651.0,,3109932,800200,,,,,15721723,7038331.0,1354398.0,,5259124.0,,,202850.0,1288304.0,74104.0,,0.0,3420000,22622800,,,,1616160.0,,,,,,2488518.0,,,725400,223608.0,365700.0,,0.0,19500.0,0.0,980759.0,0,0.0,5799600,1924100,,,,21800,2876380,
2007-12-07 00:00:00,352895.0,,,,,,1629300.0,8212600,341181,,,195261.0,,3402685,1495317,674600,1340400.0,,4506548,,,1124253,6664871,,3096511.0,5542200,,1943700,98357.0,800250.0,1130857,,810300,,,,194651.0,,3315312,804200,,,,,17490132,7789332.0,1371174.0,,5261136.0,,,202850.0,1300514.0,74104.0,,0.0,3425200,22784000,,,,2971800.0,,,,,,2488867.0,,,1205700,232320.0,366600.0,,0.0,19500.0,549600.0,980759.0,1932089,0.0,5818200,1939700,,,,21800,3060252,
2007-12-10 00:00:00,2330112.0,,,,,,1283200.0,4395600,331448,,,73935.0,,2598327,1310424,1065500,4968800.0,,0,,,846892,6484820,,3545686.0,17944200,,1498700,327917.0,1635500.0,1146167,,1181900,,,,129903.0,,2762424,549800,,,,,10894751,5144371.0,1214977.0,,8421307.0,,,256051.0,6203266.0,108906.0,,0.0,3412000,13067800,,,,820560.0,,,,,,2795919.0,,,2277000,608872.0,216600.0,,0.0,32100.0,0.0,1080190.0,0,0.0,7338300,2708900,,,,13000,5872412,
