Date,ABEV3.SA,ALPA4.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BEEF3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CMIG4.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,LREN3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,RADL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,TRPL4.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2017-01-04,0.03059785780002432,0.01043722324619763,7.669716186283571e-10,1.8855359861880504e-09,1.3881390456763549e-09,0.008452758539485697,9.771275300323182e-10,0.011264792476048304,0.0018761871331962065,2.1659407508019887e-09,8.076995163366897e-10,4.273604669501612e-07,9.904963885366016e-10,2.354564331487531e-09,6.162105185199228e-10,3.541965486866453e-09,2.3626490153918422e-09,0.00466086308303357,1.711092777043187e-09,4.100634059669515e-09,0.02143419256589895,0.002475506151124583,0.028973892651475586,0.011072275843578427,1.920612117736163e-09,0.029996922720303836,1.2919658584811463e-09,8.975717233206169e-10,0.003123917049944743,2.097852401875322e-09,1.6237363016622334e-09,4.892963780416502e-09,2.111615479636867e-09,0.00030095509428162894,3.938507251803641e-09,2.245792850811865e-08,0.0585747825580928,5.463896565903133e-10,5.554106833810392e-10,0.004373986296150641,0.012713580178927998,1.9751862565767742e-09,1.3737860399389406e-09,2.218040769973755e-09,0.02445428859697884,0.013267416075738059,0.6655390774498854,0.020274544348852314,7.636541908949676e-09,4.9106490706449415e-09,0.019884200317455036,0.015324848416280259,1.1896996057503795e-09,1.1640974373411118e-09,1.8358953150672987e-07,0.0009252301918583709,3.793606549625308e-09
2017-01-19,0.029735003609827906,0.011561580115445958,9.953032536312468e-11,2.3058089137033504e-10,1.6777281451540323e-10,0.010819886656016041,1.185093454519895e-10,0.009690709875761748,0.002397705845462688,2.7749194315908863e-10,9.763190575255438e-11,0.0022990827546872134,1.2856673616944025e-10,3.098083585965141e-10,7.96730410838807e-11,3.33260326998406e-10,2.1984450149609862e-10,0.004308701168297521,1.9397416947492347e-10,4.278255856509643e-10,0.021223988842914904,0.002858243729483854,0.03530122564998254,0.012332071143877864,2.445379396085814e-10,0.030414586613096064,1.6342085055534017e-10,1.1458697005501796e-10,0.002909903855844838,2.4191777083279564e-10,1.9266582551457738e-10,4.480395489275178e-10,2.480600579652755e-10,0.0019239874365552655,4.868430521632004e-10,9.759014165247541e-10,0.05774234106318781,7.339005457497625e-11,7.514707675490546e-11,0.0037467571607894905,0.011940879812619746,2.3214598516121933e-10,1.6025432675257936e-10,2.3990366110690517e-10,0.02366523371205778,0.013177209470806374,0.6553271872862998,0.018370778563304015,7.898350983116392e-10,4.90404298845792e-10,0.019448511864982282,0.01786684462340289,1.4879530654230076e-10,1.445924378246207e-10,0.000937568265280896,2.2641248266993037e-09,4.6097800731256585e-10
2017-02-03,0.04932431188136988,0.026648108568637068,7.707564522981567e-11,1.9741340727977027e-10,1.3845637560951022e-10,0.025243590085009843,9.20400077757076e-11,0.0279470402103998,0.008851598430227576,1.9665682578768095e-10,7.230364228805528e-11,0.0011079162041434962,1.0071856879223717e-10,3.0929504977862055e-10,5.523600482034643e-11,3.520753320887359e-10,1.7069534592708375e-10,0.01128786967718151,1.5288140285172028e-10,3.3062521719978945e-10,0.0353286202807298,0.006632936909191019,0.06055260870021835,0.029602485716211994,2.4517104434631684e-10,0.04891162996317802,1.2241035724334518e-10,7.842022928865701e-11,0.01464146464078831,2.0929334851189987e-10,1.620078157720831e-10,4.252111156574033e-10,2.248485273966434e-10,0.0027387238077860618,6.391456830128101e-10,4.8831299031133e-10,0.008589509899594311,5.518648849169862e-11,5.597872362318555e-11,2.3128534665488398e-10,0.01907998852561216,1.963428085261542e-10,1.2089670157559546e-10,1.733613431418517e-10,0.03985213731582199,0.026657694851064128,0.44281690979394756,0.03264354344134286,9.967782758883597e-10,5.997926395877973e-10,0.038164429161991094,0.030789780561674918,1.0105862110174268e-10,1.1233194706018865e-10,0.007179449678752556,0.005407643914361639,2.9745742422573856e-10
2017-02-20,0.04818181819380112,0.02424239635587222,3.1858272835174646e-11,7.99531818177621e-11,5.534143594315895e-11,0.02310117469354025,3.649539068890415e-11,0.02467325908681011,0.010222049354101365,8.091332001790766e-11,2.928607309416582e-11,0.007114634293931175,4.277665322228684e-11,1.4894589031419404e-10,2.2844120386793857e-11,1.6853567604568718e-10,7.494047072414209e-11,0.010333167583679019,5.813222261387686e-11,1.416345872735072e-10,0.03509579386601865,0.0063153425525220245,0.06116433610686027,0.03510266228285084,1.1720532436921772e-10,0.05345826532731905,4.795923013906536e-11,3.181747474339276e-11,0.012163379952071505,8.076605219271912e-11,6.38968850175465e-11,1.874482214722666e-10,9.208307618057664e-11,0.004447817740595231,6.643108650006617e-10,2.386276241333337e-10,0.008633957923860177,2.3701539401699307e-11,2.3950227518815852e-11,1.1752694799085358e-10,0.01678787099045036,8.037604525529966e-11,4.836985083960099e-11,7.037248930745626e-11,0.04013095391205558,0.028087648048494247,0.440661016537642,0.03279442539996806,5.771577656533613e-10,2.3313401982310114e-10,0.03559123142416383,0.029675777140945343,3.963731489424182e-11,4.3980872360474925e-11,0.006021296910981198,0.00599972043744745,1.3003982315269824e-10
2017-03-07,0.046198007704428376,0.023382881070213073,7.258759971750867e-11,1.938026484580365e-10,1.3086978529915926e-10,0.02229635215310407,8.502170296490734e-11,0.025234303637986066,0.00959381242012968,1.84394752853292e-10,6.736698959601395e-11,0.008385476833808952,9.623807885344915e-11,3.166263304493365e-10,5.204776441996289e-11,3.909145508253975e-10,1.7575014222144205e-10,0.012731662643434538,1.3461459629195495e-10,3.3135469816436297e-10,0.03498464320077074,0.005909364593202254,0.0598836365639605,0.03455543645753673,2.5952150696347183e-10,0.05541210860619524,1.1414145467758499e-10,7.496474325944056e-11,0.01236224315995577,1.8562085775413984e-10,1.4802112795784543e-10,4.644166172693558e-10,2.106317651129501e-10,0.0036485768385797986,1.4606426535252796e-09,5.491756476450038e-10,0.008756443405034777,5.402113689670967e-11,5.456226146820387e-11,2.681206777875964e-10,0.01796985320801957,1.815336294131372e-10,1.1131786753289641e-10,1.6068723974166697e-10,0.038802445598127774,0.030338217445603853,0.442125176776614,0.03292058387533804,1.1475209896428506e-09,6.02368437573824e-10,0.0344165941648011,0.030330636433522826,8.978990174700092e-11,1.0426169906217291e-10,0.00657572377897506,0.0031858106021259115,3.556213478775482e-10
2017-03-22,0.04768114773437354,0.023900652232039247,4.352903304863228e-10,1.124073994821413e-09,7.881922102038669e-10,0.02707855531608785,4.828513115484657e-10,0.022942120726654837,0.0076660986221103395,1.0811426381786283e-09,3.964427836411953e-10,0.012172484590434348,5.544980758059666e-10,1.7275965820644656e-09,2.9290940738743263e-10,2.0775199984225145e-09,1.0360662078862491e-09,0.012845835829535858,7.762994575089967e-10,1.8132410778774757e-09,0.033728241637926544,0.0065395544690006755,0.05726217151767278,0.03134052901155032,1.4004552886762728e-09,0.05383482118374527,6.24366465761189e-10,4.276114836501572e-10,0.012865722804550362,1.0998500369914344e-09,9.051724266161175e-10,1.8496734597355396e-09,1.2115398885607296e-09,0.003394379551428208,1.2389681994637673e-08,2.9861030549941315e-09,0.008615881011656785,3.1820544988545397e-10,3.1912709588420086e-10,1.5787302686556677e-09,0.0160613561871677,1.0844119043678935e-09,6.691928560717827e-10,9.289194415969758e-10,0.03753780678312111,0.029880982782743145,0.45097845877995246,0.03232231364766263,8.318914875306403e-09,3.08939832909448e-09,0.03132683712284013,0.03191801116103083,4.990058847683966e-10,5.777872586713766e-10,0.0044397223978148255,0.0036662605313140914,1.503314684985578e-09
2017-04-06,0.046695297950866514,0.024947986563817973,2.5953087415465326e-10,6.532481714296631e-10,4.492832647906586e-10,0.029409779866867023,2.720663609436707e-10,0.020176697926686558,0.007981900171674917,6.359530460875048e-10,2.2627561953815624e-10,0.015266872681156968,3.1399132816708305e-10,1.0208614316941936e-09,1.6607998985370426e-10,1.3908943221172246e-09,5.849823876468827e-10,0.016170848866179643,4.692007863506004e-10,1.2536119916358522e-09,0.03293364689714858,0.00605980519460524,0.056161743187070866,0.031047338262348484,9.2483668773647e-10,0.056768578262292084,3.489077251775012e-10,2.4137999986906625e-10,0.011947551251063391,6.304343157192216e-10,5.240133903446788e-10,1.0495883388416785e-09,6.889059064184846e-10,0.004221515262741696,0.0016105859673814604,1.6855160494553793e-09,0.00839775291348396,1.8296707912137086e-10,1.8217077828741225e-10,1.0146288783898148e-09,0.01238095813827497,6.032795062109975e-10,3.8668849238814573e-10,5.764653011651148e-10,0.040575912593710003,0.032594043060993165,0.4408086874421624,0.03258781984634712,2.8328738487573505e-09,1.7194642431531116e-09,0.029635239366134224,0.03238427482199883,2.680303257523191e-10,3.3005162154268496e-10,0.004728604974314502,0.0045065355285499225,1.1159473946685664e-09
2017-05-08,0.04959057924590692,0.024171376882617866,5.720896399478144e-11,1.4746379686874504e-10,1.0181540741429479e-10,0.03294277112492528,5.7388413979060224e-11,0.019419792612752722,0.00833990104322824,1.452505173087193e-10,4.659484590384613e-11,0.019601882470807297,6.87627549596349e-11,2.1444177824877777e-10,3.538391181078194e-11,3.886027279616386e-10,1.4170694803197647e-10,0.02028023482909446,9.978648518829799e-11,2.642480943389016e-10,0.03359339400345713,0.0077082194833608016,0.05709133520613269,0.031191700051515753,1.9907872573482236e-10,0.04918028176784283,8.161016196009251e-11,5.4746447933270975e-11,0.013793052271759516,1.4024464953174245e-10,1.1881550360306916e-10,2.701540524169311e-10,1.564593968111759e-10,0.0014235500095939582,0.00010090793542876929,4.754785161795578e-10,0.005988250107871389,3.965226288381168e-11,3.962947497571645e-11,2.1822014427024363e-10,0.011404611612833297,1.4725916277528365e-10,8.55251154695647e-11,1.2173060207434387e-10,0.04321586229717026,0.03445516475940983,0.434826532149519,0.03247077331910675,2.114558805988077e-09,4.984988066623077e-10,0.02996587318449453,0.033763466285939917,5.813872555746164e-11,7.243488210546331e-11,0.0015774465160747673,0.0039030338193014064,3.4896446481570353e-10
2017-05-23,0.048180165895203596,0.020382497763816208,3.6153661852584267e-10,8.090175863617822e-10,6.388952912056597e-10,0.03894306657565521,4.6506460378233806e-10,0.01712297291035877,0.013410566083744727,7.456392069759561e-10,3.0893099679942665e-10,0.025392037464642612,4.393786001182147e-10,1.1946393820427697e-09,2.585805393719831e-10,1.1501230395924608e-09,8.55685890121525e-10,0.020372519367752074,5.176921277722813e-10,1.0377371288143594e-09,0.03712473401161036,0.007282078954866395,0.050248801882732945,0.030336511954598317,9.404824666268252e-10,0.04828750643197366,5.50869830721874e-10,3.6817962862919543e-10,0.009487618360935384,8.683847447071524e-10,7.325069403664197e-10,1.0033033212858685e-09,9.223760630485145e-10,1.616946517743155e-08,3.2980996467160184e-09,1.4968435837126995e-09,0.006522951332469181,3.0192677795398813e-10,2.890526643351841e-10,1.1293094120693207e-09,0.011569763923283467,9.590807145277418e-10,5.675928049333193e-10,7.898495844539346e-10,0.03652478391801316,0.028697070893906336,0.45596218920608833,0.029016808122696525,6.7329184762137964e-09,3.6905208182994942e-09,0.029286441976814712,0.03053680300144676,4.217010172449356e-10,6.26211334984806e-10,4.283415879389364e-08,0.005312015312496576,1.1791400392755328e-09
2017-06-07,0.051101743448335006,0.019297038929640388,2.719745275620322e-10,6.323219368159376e-10,5.08833456807352e-10,0.04056074374608035,3.5094948509947865e-10,0.013445026319668497,0.012837643162609214,5.678200628832685e-10,2.331748531580233e-10,0.03007825073971644,3.3517236858326435e-10,9.29942460446875e-10,2.0381014387494166e-10,8.500866844621539e-10,6.098595022898183e-10,0.020138103766017313,3.9560775298422637e-10,7.905526231145943e-10,0.03789912069261757,0.006674802665296171,0.06317212145573552,0.02575358925316546,7.745438254531576e-10,0.04784230169291515,4.4109384750045557e-10,2.965735373337038e-10,0.006282904641600318,6.85663722378026e-10,5.645648149366783e-10,7.682145516811109e-10,6.745232455305479e-10,4.795504530905512e-08,2.1278180966971568e-09,1.2318862940516907e-09,0.006363635220930848,2.40285998929301e-10,2.2949010199810828e-10,8.96924217866657e-10,0.010279045690645491,7.367816134973395e-10,4.527856816248921e-10,6.865412944264648e-10,0.03584885645833778,0.0293256150991261,0.4497664544046353,0.02970275689971592,2.8419779325073795e-09,4.652058908584356e-09,0.026547337676361037,0.030631355511749555,3.1417680960055583e-10,4.820898929187473e-10,0.00034501938454375373,0.006106458430575658,9.768354826840014e-10
