,ABEV3.SA,ALPA4.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BEEF3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CMIG4.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,LREN3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,RADL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,TRPL4.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2018-08-13,0.0880507761194534,8.921463083048114e-12,3.526704147575461e-13,6.466780623800236e-13,6.257660369883153e-13,0.033907618831105185,4.290821553529254e-13,3.1922576012835624e-12,0.019589351182941778,8.991035842837471e-13,3.70924986603479e-13,0.2999999999972463,4.746749449553537e-13,1.2315517257496128e-12,2.2533722628591998e-13,7.537797680934417e-13,5.977936294712526e-13,0.03755398401634306,4.002616717551905e-13,5.688100158245238e-13,0.019428914695458686,0.03536699491765844,0.014998075970382347,0.005254650070353581,8.538728214762008e-13,2.7627606459423518e-11,7.415822845828906e-13,4.00519977613568e-13,2.752358304485789e-11,7.010977854921979e-13,9.114444396485372e-13,8.317284674941962e-13,6.793129888681219e-13,1.2009724867292792e-12,1.1572585834996326e-12,9.462678840797856e-13,0.021947792276023927,4.767381588366225e-13,3.750101311268932e-13,0.007702122831555519,6.490591517069359e-12,9.307338196659953e-13,5.913937129682572e-13,6.874538782468578e-13,4.816565990064571e-12,0.08645970936729745,0.11598986050060825,0.043345978826992274,2.652930663622316e-12,0.05448032248785631,0.0697233697182,0.0016445569692127091,3.2463179966238e-13,9.322609276290284e-13,0.0445559211176977,1.5642277284519889e-12,5.051221773363141e-13
2018-08-28,0.08544103606638996,8.823869528005205e-11,2.837193647103845e-12,4.971272504101225e-12,4.750686486216113e-12,0.03596757401302347,3.662160878628528e-12,3.065073916884628e-11,0.022160395004612744,6.348906854493744e-12,3.208159919980702e-12,0.2999999999687829,4.476260250455391e-12,8.830291391423444e-12,1.9080217413108017e-12,5.5912977852162046e-12,5.280987871223035e-12,0.03913122947003763,3.08309236373207e-12,3.9307303856257396e-12,0.019819276701306416,0.036366479734368774,0.00941180148232086,0.012171891878334179,6.11244429429985e-12,2.942852625962432e-11,5.708040158973527e-12,3.5575334416516135e-12,5.629589637939773e-11,5.44383292445482e-12,6.6056444667984144e-12,5.690801754959371e-12,5.733720412079599e-12,9.914790122082784e-12,1.0561232211089333e-11,7.444370386557964e-12,0.020637288763105086,4.07378162273956e-12,3.1326056726434212e-12,0.00774448565719198,5.357431617397085e-11,6.344630623719456e-12,4.803168183967488e-12,5.6211527797044004e-12,7.808387308724984e-11,0.07643934141753972,0.11626221778409802,0.04966851684870885,1.2782744295084451e-11,0.05550510303300128,0.0671509325268645,9.545376064953308e-11,2.6249003752647027e-12,6.944367493260635e-12,0.046122429026500704,1.5944344195357723e-11,4.16408606023954e-12
2018-09-12,0.0903719033780458,3.87121158255261e-12,1.9454929012189148e-13,3.6080281257047756e-13,3.424366640412271e-13,0.04023529163370378,3.03160384605332e-13,2.7295596829361515e-12,0.030550221248112627,5.029797979314111e-13,2.4058926343869e-13,0.2999999999969407,3.0350678030087305e-13,6.306048144061801e-13,1.4287180081596554e-13,3.980625346336596e-13,3.7586876345530166e-13,0.0285144887330222,2.0203386519856606e-13,2.4889265797844315e-13,0.019843724852525974,0.036367588862984676,5.530588336971462e-12,0.012703951144452191,3.936510361798983e-13,1.5872812240135063e-12,4.969704527727857e-13,3.047433261944879e-13,3.332542080490991e-12,3.841763359543603e-13,4.4255438748873605e-13,3.299390879970941e-13,3.975874385141793e-13,6.11413859252577e-13,6.571993667817201e-13,5.718532672467956e-13,0.01981600730809663,2.6842569585974494e-13,2.1636301708266912e-13,0.0036708693403322457,2.4932525339002634e-12,4.968096151065106e-13,3.203752716412856e-13,4.0390112537984046e-13,0.00611274998738677,0.08338161253055197,0.10606126311695074,0.05600202971572149,9.37488861294984e-13,0.05789344356447179,0.06982005891307291,1.885620134029777e-12,1.93839025104972e-13,6.676902178548692e-13,0.0386547956382884,1.2738377220179994e-12,2.9380812464358347e-13
2018-09-27,0.09118632049628132,1.1571318439122988e-10,2.3450608399320215e-12,4.09982367312885e-12,4.055104624187568e-12,0.04237852341891021,3.902846711472682e-12,1.6524096581199953e-11,0.028811605254053692,6.410263693553501e-12,2.996716746120109e-12,0.29999999995983895,3.706412079007242e-12,9.712340560729727e-12,1.8082862552067766e-12,4.773835484299964e-12,4.598787675518744e-12,0.02447216111829246,2.3061187420499497e-12,2.889966736660952e-12,0.02246035015293775,0.04700712247451202,8.164100567331701e-11,0.015157252886639272,5.026878255414e-12,1.8872891233511313e-11,6.208978517683449e-12,3.4611759895538197e-12,1.2530971748056654e-10,4.545408161524643e-12,5.247908941268121e-12,4.444220367009331e-12,4.263947791006298e-12,6.750441263984693e-12,7.816090568485023e-12,5.916337187385038e-12,0.01965288086348572,3.3947814427347917e-12,2.619499458290867e-12,0.0033044576038589813,2.9001909469839283e-11,4.964982521376663e-12,3.5997774488677682e-12,4.748887571013448e-12,0.004185878035926709,0.08044703815486735,0.10321164640621337,0.05257097250257047,9.237085515136351e-12,0.0627041672711535,0.06101259198271879,2.91035272185377e-11,2.265568500823222e-12,9.609595209709487e-12,0.041437030833050455,1.7173764974631608e-11,3.6217519384855133e-12
2018-10-29,0.07751231562598017,0.002220030833410566,1.4135261947411875e-12,2.4044303116494797e-12,2.3904013103555007e-12,0.036437836727282825,2.130337147293824e-12,7.684470788262214e-12,0.031028307914983858,2.8223585798218192e-12,1.6326011023513235e-12,0.29999999994336973,2.1486155929357044e-12,5.9826207764094066e-12,9.715337075200705e-13,2.700968688606494e-12,2.3562633346268562e-12,0.03577651653711276,1.1319499360686306e-12,1.3256045382907072e-12,0.02615157631486634,0.04939419904009758,1.8170147842829262e-11,0.021260828236280862,2.936477331720818e-12,9.691433963821648e-12,3.1257975439793724e-12,1.9088777299545983e-12,6.69927651449082e-11,2.675174855759587e-12,3.1288817940935347e-12,3.046868239101429e-12,2.6876543642718038e-12,3.7863475116748034e-12,4.297149092460011e-12,3.4334779092326617e-12,0.017302098749210907,2.364599368797912e-12,1.826790343388158e-12,0.00800017788705819,2.3626985959473415e-11,2.3961961755074636e-12,2.104958760457162e-12,2.861660089325074e-12,0.0068711575582301185,0.07566145947479128,0.11312874366370963,0.03551498791959389,6.00013192597689e-12,0.06499183224865938,0.0685645711167342,1.1569680421038458e-11,1.086986629442726e-12,4.030234334829822e-12,0.03018335997446407,1.1112192089600643e-11,2.206526971236258e-12
2018-11-13,0.07401806167760908,2.355745718747555e-11,1.3621773948040111e-12,2.1493452736193152e-12,2.1866401692314017e-12,0.033624355111753164,2.0943669591621343e-12,8.072610452153827e-12,0.03394869351813294,2.9090524981169e-12,1.686485927786737e-12,0.2999999997961596,2.556452817981554e-12,5.285839551089689e-12,9.126084436780825e-13,2.5800421206547625e-12,2.173159721551642e-12,0.04420733882622986,1.052230843713787e-12,1.2949200821466498e-12,0.02409542053139926,0.04500404965890201,3.807035177171888e-11,0.015403838182398114,2.9541243812322243e-12,9.436062041317937e-12,2.8564377168037963e-12,1.8466821366098e-12,0.0030045793151773485,2.604576376170217e-12,3.017503894300358e-12,2.930257442181532e-12,2.592838333218667e-12,3.713532853218329e-12,3.582615309485524e-12,3.094323112859364e-12,0.018268135690405723,2.0651937866544003e-12,1.677371919572218e-12,0.008709828856474217,3.549985582015548e-11,2.4029964308487418e-12,2.038361766349942e-12,3.001279797155733e-12,0.01523179179222395,0.07286793458909269,0.10433754327169845,0.04280656353890043,5.407240667858271e-12,0.0627747754484861,0.07164032144757174,9.440830021659858e-12,1.094117257791039e-12,4.144157379302499e-12,0.030056768529519117,1.2592059515685306e-11,1.929911092606275e-12
2018-11-28,0.09181328431276636,2.808043575697915e-12,2.5817590361826e-13,3.455500042736199e-13,3.6273405574425194e-13,0.030411760469477644,3.32190393519031e-13,1.9721205490683056e-12,0.032325721622867135,4.819861834075956e-13,3.1089589592357096e-13,0.2999999999878086,4.378483338129698e-13,7.647661547268458e-13,1.4659473444574123e-13,4.654722081761809e-13,3.706858597528742e-13,0.03434733560939822,1.7747249823422913e-13,2.116548744247079e-13,0.02133813308370799,0.06518458748757747,2.824255253393537e-12,0.00462106397249511,4.933418081272898e-13,1.167271371890872e-12,3.633848588102008e-13,2.9002097463490524e-13,0.011004041683335918,4.3136246666325137e-13,5.477371187211161e-13,4.940319144803489e-13,4.66414056402875e-13,5.988966657770464e-13,5.380917725702942e-13,5.31411776844884e-13,0.018410927686261135,3.465347527511719e-13,2.8096263250426764e-13,0.007231653065651071,1.2609511124975177e-11,4.721676755901175e-13,3.3590810593713796e-13,7.349836371073719e-13,0.011938110551534596,0.07706062764555413,0.09818704677230143,0.043533825738853345,1.0218837081991457e-12,0.04867555476000294,0.06981572091217923,1.8255335452684007e-12,1.9903306574638097e-13,5.554018658786045e-13,0.03410060459986914,1.4508571413459103e-12,3.333693105487361e-13
2018-12-13,0.11008257120566863,1.6353296777140774e-12,1.8268738033584623e-13,2.4792446055770815e-13,2.7579486204514655e-13,0.03082348707783458,2.339084654158588e-13,1.0369598143293583e-12,0.03103419502111272,3.296210639310216e-13,1.9806048524970464e-13,0.29999999998115295,2.761027703806695e-13,6.098116552377607e-13,1.0312631788887417e-13,4.3015461134301957e-13,2.8145947665282055e-13,0.0592150094201654,1.2329967337182247e-13,1.5296081276183255e-13,0.019072648062609738,0.06162541648199269,8.10341174033783e-12,1.9627230203339824e-11,4.065250611379351e-13,1.5536302813639567e-12,2.5830499305401463e-13,2.0710305809614648e-13,0.004911214228418338,2.998039705389021e-13,4.1628805870532366e-13,3.8963446767489576e-13,3.1594872967121575e-13,4.713617366388928e-13,4.444394771668648e-13,3.975766160334483e-13,0.018717743321984528,2.782216270424036e-13,2.2398290970512664e-13,0.007565480247187604,6.338257893602892e-12,3.5492897766853156e-13,2.3155421298576107e-13,4.630838949627527e-13,0.015020866673298676,0.07037473069576478,0.08337595495514748,0.043084925099891286,7.92861851778306e-13,0.050658183516694245,0.06009258482184531,1.2512398118339574e-12,1.2078375495046744e-13,3.953665578996963e-13,0.034344989138125934,1.4064744786891655e-12,2.3989814652395494e-13
2018-12-28,0.11042103256213014,1.3162707662902658e-12,1.3803765794364367e-13,1.7896805924772231e-13,1.970834427671354e-13,0.03201323880624247,1.7402616246353986e-13,8.917374507819654e-13,0.029277403643843597,2.2951634193196695e-13,1.4385051195402708e-13,0.2999999999890604,1.9815389569656295e-13,4.4063097347972465e-13,7.700345089749456e-14,3.0438922035044275e-13,2.394659908371322e-13,0.06558086618689545,8.681026718781996e-14,1.0640227778717046e-13,0.016931238066256665,0.060538750115377835,3.945683107393328e-12,8.391671151850692e-12,2.9286490121143294e-13,9.427693541496643e-13,1.9313562519520303e-13,1.5685453800252288e-13,0.0009365832539419524,2.0814584159868834e-13,2.792505239728148e-13,2.9718332588973155e-13,2.046118101582814e-13,3.305393585953903e-13,3.6229357553342846e-13,2.7322272509082526e-13,0.020126340701030813,2.076129121633833e-13,1.6959914020920302e-13,0.0049859343868436995,1.7417557434132147e-12,2.2239516289071117e-13,1.6390135068662315e-13,3.6014880545317854e-13,0.015729328106799136,0.07286610411528856,0.08182401669394129,0.0293794958591674,4.694949528375969e-13,0.05300167706753622,0.06167617791510003,9.413099035177821e-13,8.512100440580883e-14,2.846195627212476e-13,0.04471181250385781,1.2692618257217674e-12,1.70686743125787e-13
2019-01-14,0.10385087652999206,9.847277272272113e-12,7.096833725067508e-13,9.85581698198827e-13,1.0832027683533779e-12,0.035191704677851376,9.66733653899188e-13,6.566554532059316e-12,0.030927487895185228,1.3242189424777451e-12,7.166904461195142e-13,0.2999999999677931,1.1523644066020729e-12,2.094131231060026e-12,4.0696548935308097e-13,1.6847069704566748e-12,1.4016328251827009e-12,0.0659271707121485,5.248480197746204e-13,5.503164633882743e-13,0.024410149522428443,0.07078872704611226,1.2466445043410333e-11,0.0019400162060042591,1.4292202806405781e-12,4.434421057573387e-12,9.558384366106619e-13,7.675213184409364e-13,0.006859712605368164,1.124640181387666e-12,1.5815338599567555e-12,1.4385144774388569e-12,1.255103671832852e-12,1.6828228570727482e-12,1.8513326307069523e-12,1.4984960048912404e-12,0.018458556879990266,1.0968006521709294e-12,9.028274034270556e-13,0.00633101041261599,1.0034064639442298e-11,1.2318911933661827e-12,8.778040974334249e-13,1.6754640040487287e-12,0.008147075142419946,0.07644095794793343,0.07954299445824661,0.02266051985467789,3.6246076167957328e-12,0.04810675283334924,0.05976694795807064,4.002443192212132e-12,4.518826166687318e-13,1.5178079545579584e-12,0.04064933924738519,1.5639653855085238e-11,8.713833815968276e-13
2019-01-29,0.09109185492617002,2.50468634038689e-11,2.830960628392324e-12,3.9465757387958135e-12,4.388277845281695e-12,0.035379235254966536,3.89484946500694e-12,1.739642069546463e-11,0.03553143370164704,5.446023046652137e-12,2.612815310800465e-12,0.29999999957002843,4.37748061410846e-12,8.093592701212105e-12,1.6976139097601433e-12,6.073766051186245e-12,4.864500603363431e-12,0.045929570816756915,2.0155341455900727e-12,2.1489701548955856e-12,0.03731948498121015,0.06366930240449395,2.8139453431248703e-11,0.013990099539286009,5.044278599902408e-12,2.8103383745956178e-11,4.082135936737163e-12,3.130362359682841e-12,0.008499862705839282,4.559188509140353e-12,6.180511127846889e-12,4.849751293288876e-12,4.806870059492915e-12,7.363032708958617e-12,6.4383729980798725e-12,6.521020139103479e-12,0.018298225366568485,4.2281615880446614e-12,3.330491235016679e-12,0.011094495419866495,3.30360263357675e-11,4.383049202785072e-12,3.913456339728871e-12,6.369607813954351e-12,0.009941639775652017,0.0757319107105069,0.06861738261387239,0.044677664666806616,1.1900826508398304e-11,0.04676194351476391,0.0570244837715753,1.1030353200943952e-11,1.8078290050180223e-12,7.495839670228249e-12,0.03644140990943174,5.546647975825308e-11,3.543143513377354e-12
2019-02-13,0.07183547980189893,7.948666283714637e-11,3.836356144810832e-12,4.817603320231401e-12,5.200132055841168e-12,0.017400278301448545,4.431518042690332e-12,1.949320576523011e-11,0.02020888728166187,7.943938639454178e-12,3.531668964768375e-12,0.19501556619250604,5.7305484560348924e-12,1.0816170233147582e-11,2.001809591882842e-12,7.878986160213605e-12,1.2873633403340747e-11,0.05227683946261187,2.475978410705193e-12,2.6767269207422177e-12,0.023333821320016306,0.035649248569296424,5.515113328642085e-11,0.017057746279976537,6.527726214262855e-12,3.825408951857768e-11,4.62023575839604e-12,3.731043923825254e-12,0.011495907995298016,6.504958460256308e-12,9.153161816852109e-12,6.170933761637682e-12,5.161098794861766e-12,8.845382354013332e-12,1.2103764801935555e-11,7.661290889942534e-12,0.2999999994045118,5.489708816991805e-12,4.4825924223417064e-12,0.0031698744099339926,4.0441822502627856e-11,5.384374741873238e-12,5.6171042133052046e-12,7.246993865291521e-12,0.012733915350285294,0.06360813915891966,0.044997115008642764,0.026953922474945356,1.2340881386014623e-11,0.032748253056530556,0.041568983767427216,1.6932401959125807e-11,2.1962167763508674e-12,8.123679473531778e-12,0.029946021570701836,1.4369294224543853e-10,4.358604883087306e-12
2019-02-28,0.06975000794499665,5.1811537940172835e-12,2.716511078593753e-13,3.426439452767141e-13,3.9364831988904e-13,0.01597843258059137,4.318471010402646e-13,1.4173869153198556e-12,0.01855652178760751,7.143839994799948e-13,3.277677281076329e-13,0.1583336587446123,5.831733435812267e-13,9.022777093322756e-13,1.6335504725670232e-13,5.35470896200538e-13,7.450911513407172e-13,0.045949020063521986,1.9300151778749801e-13,2.0476970011382904e-13,0.03213488488667323,0.04680946427514715,0.006124855982466798,0.00932744725592144,5.363224970896564e-13,1.936767624761778e-12,3.8101786279048903e-13,3.159191826140931e-13,0.019162718636522472,4.92850090421567e-13,7.029588555281305e-13,4.125466473733477e-13,4.024154569733442e-13,8.772457174291214e-13,7.308227409577113e-13,5.686054483030097e-13,0.29999999998609583,4.377320592411068e-13,3.43717369141517e-13,0.006776381372779245,0.001156574780409324,3.899460379470013e-13,4.4348426186488824e-13,6.62532984438674e-13,0.007337300204889176,0.06782315700346307,0.045241897310290755,0.029048460293549194,1.1625827084562499e-12,0.03994307128750012,0.05021470709058927,1.1103887014519406e-12,1.6529050800933742e-13,8.706236351737785e-13,0.026872504687657197,0.0034589337990858764,2.7863673016068244e-13
2019-03-15,0.06889572010559887,2.512744582221534e-10,2.505867071864286e-12,2.8777408430308534e-12,3.3647074765359486e-12,0.01891552946155412,4.708869811631868e-12,8.198721675900799e-12,0.019222597803693623,6.3143054121263314e-12,3.0295682444794767e-12,0.15450275100583166,4.741237937388518e-12,7.770430718248258e-12,1.6317506855893778e-12,4.815565915875499e-12,6.567412186304905e-12,0.03615028870337105,1.7283281536786688e-12,1.8056656978394697e-12,0.03239591159098787,0.05021390873815851,0.010286934954979952,0.010923014595028448,5.085262005938773e-12,1.3954297657688667e-11,3.972926517930171e-12,3.1999067261126484e-12,0.024403258998260204,4.276930790153954e-12,5.88878070659126e-12,3.5804572517808523e-12,3.539709540070461e-12,7.738255389087559e-12,6.587489359710135e-12,4.6623529322237185e-12,0.2999999998319501,4.222610093406771e-12,3.2552818643670106e-12,0.0068359329785518865,3.4355352732617697e-11,3.677064476408731e-12,3.8753019547427e-12,5.73189994815894e-12,0.010474235386969092,0.06055746745887541,0.046593078638015026,0.031362284555657594,9.775238751151647e-12,0.041858497536049255,0.0484568622797358,1.153788601304219e-11,1.494076209718698e-12,1.3264786248684023e-11,0.02402157468320941,0.003930150225901024,2.6106057612396186e-12
2019-04-01,0.06312457311118579,0.0010116638441133377,3.603079169496632e-13,4.1179456384482686e-13,4.816732482714784e-13,0.017045552545979788,8.212600447547649e-13,1.5361391642404658e-12,0.022930959227368708,9.181883335932623e-13,4.835410887442286e-13,0.16894810825013248,7.700383712853204e-13,1.1262325208140125e-12,2.4307546643957143e-13,6.253604117334679e-13,8.467773069959412e-13,0.036051051135536846,2.509700861332829e-13,2.5619279263833427e-13,0.029192210729785822,0.04193624424390293,0.005811105433335445,0.010755193191153563,6.600075405210061e-13,1.567119168652064e-12,6.045861725285479e-13,4.642584991213937e-13,0.026324450894223556,6.337058174118248e-13,8.490568905525599e-13,4.62844889126831e-13,5.683575194131539e-13,9.194974529346625e-13,8.391208381376651e-13,7.260789617189823e-13,0.2999999999908935,5.913832687008847e-13,4.4947566701371744e-13,0.010190943691743438,1.159969471672772e-11,5.461504459698948e-13,6.134512855705378e-13,8.495564735993374e-13,0.004025390234239747,0.057308676398260566,0.046325063703093444,0.021860213802217723,1.9134227766744564e-12,0.03679600714549779,0.06348598382068744,1.7595632659114793e-12,2.34306052707443e-13,2.8830437174572356e-12,0.03540640194206651,0.0014702066253049883,4.103085546868345e-13
2019-04-16,0.06577136377979699,6.732632661566031e-11,1.0756219306974326e-12,1.3013625485197509e-12,1.5038619867907412e-12,0.013006337628994332,2.5880084659898842e-12,4.834059426791045e-12,0.020083121676093284,2.642098254634084e-12,1.2612545513536472e-12,0.15060292160002584,1.958677949342746e-12,3.3999042486177777e-12,7.106186378041798e-13,1.822126329906757e-12,2.117630231013097e-12,0.03408806855880034,7.408737587725688e-13,7.709100550300808e-13,0.03489263107306619,0.052053084389775225,0.010957562392907719,0.0056521624793920535,1.9434176221868242e-12,4.5670027562261434e-12,1.7757864055254094e-12,1.303951165646459e-12,0.019103877819110753,1.955256164318768e-12,2.6892390255461143e-12,1.3993066382787925e-12,1.7139318020721823e-12,2.1912422462418696e-12,2.2161167200864044e-12,2.132229806047354e-12,0.2999999999272056,1.6736563728903686e-12,1.3218037738536283e-12,0.012572861046408266,0.009110198746536529,1.736927131758412e-12,1.9370871366782402e-12,3.3018130682800996e-12,0.006346063070475865,0.06795169114850001,0.04209332170419367,0.012773091741882455,4.546234757503877e-12,0.03856644533624445,0.07011643337437491,4.20970560122994e-12,6.941423311977587e-13,1.1666024255876169e-11,0.031539492640675675,0.0027192697153214877,1.1900608385416498e-12
2019-05-16,0.06735800247950038,9.007814977682232e-11,4.764447990425187e-12,6.045206860608382e-12,6.435359210361458e-12,0.006744544043635449,1.6514214546004855e-11,2.5732007752996302e-11,0.018907034622335662,1.1545383841421598e-11,5.978385357580638e-12,0.14986634415286335,1.1013843624430127e-11,1.3106957691956213e-11,4.161387910483082e-12,7.463464414012494e-12,9.237752142649734e-12,0.033988064241459434,3.4120464824159607e-12,3.798409409708623e-12,0.036717624300744496,0.04313671355231268,0.005684810747480937,1.3881182114804875e-09,8.250913817845166e-12,1.690534574322261e-11,9.071031759195922e-12,6.683798554427807e-12,0.030999083589714226,8.658316190677257e-12,1.2373751575405588e-11,5.9922413252821355e-12,7.479055976705415e-12,9.459148970360552e-12,9.86094658075818e-12,1.1661253317817258e-11,0.2999999999879915,7.22983016764778e-12,5.728192158197574e-12,0.010774499496331231,2.4317621244194922e-09,6.712908893221567e-12,7.442234907651873e-12,9.005811980872187e-12,2.256721766267838e-10,0.05930829837426545,0.04405399278797541,0.023054268555954757,2.958213627589936e-11,0.0418466423454276,0.07491439251072876,1.3393311773916996e-11,3.671883361540164e-12,1.0490420576898107e-10,0.04310848947833268,0.009537190168739029,5.3011162550782025e-12
2019-05-31,0.05695723721173529,0.008810053332369375,5.966848920736013e-13,6.72372836227773e-13,7.488263808021944e-13,0.0035897742781749644,2.255099327567239e-12,3.493277858162768e-12,0.014951118534974762,1.44912314654821e-12,7.374755583276499e-13,0.12433441414034088,1.2506133483622613e-12,1.3466947050193256e-12,4.67892865547989e-13,9.740542187739685e-13,1.0834751773670821e-12,0.026872957141653952,4.086344684610802e-13,4.385361711768436e-13,0.032575885125259184,0.0547019300721567,0.01919858492681219,0.014347001639726024,1.1826630670290684e-12,2.3594296352425126e-12,1.0345039952887579e-12,9.070805694339316e-13,0.02783480992782977,9.65679777950966e-13,1.5233463658979534e-12,1.2016256342650058e-12,8.013960885461149e-13,1.1363668126960863e-12,1.1939452931028702e-12,1.475779890575207e-12,0.29999999999890803,9.374964479008658e-13,7.069550366713473e-13,0.009578809954999464,0.0029145256587955934,7.985571064031202e-13,8.250249978407362e-13,1.2563770416363926e-12,0.01041419738126325,0.06913560285882173,0.041495131220805365,0.034159478669643265,3.553268756326302e-12,0.04065674066207565,0.06642926355657541,1.2614880023384638e-12,4.201147700439194e-13,0.0033778285371936353,0.03258472372535778,0.005079931404474035,5.897556742504169e-13
2019-06-17,0.05781009620825719,0.0065013827245271475,2.5731610022018947e-12,2.9146230855925386e-12,3.2374771934520226e-12,4.811755111994934e-11,9.167073147755506e-12,1.7421783445506745e-11,0.011395020442865654,7.024739855412651e-12,2.8740323785371566e-12,0.10869004373930588,5.315952444307678e-12,6.444776924545142e-12,2.0244012698430366e-12,4.327054104730226e-12,5.3782636366299335e-12,0.03210867407461081,1.8144419422612946e-12,1.9338358249944854e-12,0.025517127359183638,0.04690287466830956,0.014437270893447039,0.019619253047185203,5.538970307449902e-12,1.0024412613725708e-11,4.8161479330613665e-12,3.958521459615491e-12,0.03264067373587803,4.399012281792476e-12,6.439088072609769e-12,5.293435372228755e-12,3.4703423961979816e-12,4.524315924617832e-12,4.91947190661509e-12,6.724776659224768e-12,0.299999999994053,3.691787435905521e-12,2.7786628719916045e-12,0.006748750161783124,0.0053222560915116455,3.099162768736868e-12,3.818648280801133e-12,5.012077755573706e-12,0.008831887571561316,0.07158686664120645,0.04344377897665015,0.04039159102602266,1.4419433942849833e-11,0.048128881988130943,0.0665146768909666,6.010288667895383e-12,1.7962307982040279e-12,0.0016565009886269958,0.04730839090540801,0.004444001646614362,2.590573515416895e-12
2019-07-02,0.0599162771647411,0.0015860745325654028,1.0072168892612596e-13,1.152745764311597e-13,1.280962435505452e-13,1.5893412473220388e-12,3.0068237056165417e-13,1.0263104780015514e-12,0.013550412898588443,2.3809418189672123e-13,1.0687774696619753e-13,0.12001974224022915,1.9837649623268886e-13,2.3981525596514616e-13,7.721077087822841e-14,1.4629894069394163e-13,1.8633848912145707e-13,0.03253899968998334,6.451657102431523e-14,7.06325480117856e-14,0.02900685483851982,0.042258680753405886,0.017772066079490112,0.007685689069431737,1.8081001778475707e-13,5.401834783910608e-13,1.8174781707501082e-13,1.4159272606763681e-13,0.028783290709189408,1.7290207452345494e-13,2.6641681662684847e-13,1.892762956328366e-13,1.3047838861456592e-13,1.5625135032596188e-13,1.5375583105593498e-13,2.1426200620863293e-13,0.2999999999998854,1.3960622382945973e-13,1.1320279337413923e-13,0.008150690225887198,0.008804581413562522,1.2004110825773135e-13,1.491744148717342e-13,1.61063257598745e-13,0.012637699627596151,0.0632070941464353,0.04133535297449258,0.037791153331902735,4.965251437344533e-13,0.05534500026861426,0.07133245093071441,2.1782804225207416e-13,6.460662423537749e-14,0.004386464937115029,0.041084222128819646,0.002807202030347251,1.047563638289562e-13
2019-07-17,0.05968496385922336,0.008904487155805697,1.9201073145684843e-12,2.172455555837068e-12,2.4922683949529576e-12,5.6450599763920314e-11,5.2665193100539365e-12,2.7408546723663767e-11,0.011126552907176582,4.315290001634671e-12,1.9223113464419437e-12,0.11068470239811397,4.364413092959363e-12,4.927745731383024e-12,1.637952419524076e-12,2.949239273155455e-12,3.4928483871674818e-12,0.027777155390176805,1.0841556652263292e-12,1.1312065261070189e-12,0.025140652657663347,0.04711490582285054,0.013518324528543514,0.010743550387400047,3.7503587657702326e-12,1.014277120987157e-11,3.4690878708118582e-12,2.6392205235307576e-12,0.028705569667262322,3.1205200370703723e-12,4.680806413325683e-12,4.240958857819296e-12,2.9248450094802022e-12,2.7779312575734463e-12,3.4691598980025976e-12,4.549531659961989e-12,0.2999999999976753,2.9634265016463597e-12,2.3125915677430706e-12,0.005783439444753566,0.006558403766743983,2.522858701716718e-12,2.8913532122781613e-12,3.5784258548943568e-12,0.013705707106062073,0.06833231639961253,0.040187676912397614,0.06045680717151543,1.2806516943030507e-11,0.054549241823329486,0.05525395147484869,4.926072266511911e-12,1.329412670265848e-12,0.004465403557641411,0.04023208594427835,0.007074101424368301,1.925604955567082e-12
2019-08-01,0.04918552696713009,0.009989752105231545,4.91728277358546e-12,6.262903481121009e-12,7.1234622661705e-12,1.0988220267030174e-10,1.332198660457982e-11,5.897788488622914e-11,0.013180422579350317,1.2208973825379941e-11,4.9218327331979526e-12,0.10780503522731365,1.1122395404101269e-11,1.356780637366276e-11,4.209294871161098e-12,6.4145970027985746e-12,1.0740859060802423e-11,0.01850105941515301,2.6746600895030024e-12,2.9136535526804766e-12,0.0216867553154298,0.036600592868678804,0.00641505956864117,0.00781792561607849,1.0090042290703084e-11,2.366154829086035e-11,8.276733440092773e-12,6.2336641295516044e-12,0.03212829981143387,8.167108196540335e-12,1.2080491243322552e-11,9.804880444078252e-12,6.879737411450385e-12,7.145691743884464e-12,8.475839489748822e-12,1.1653077301350043e-11,0.2999999999909767,8.600115276189257e-12,6.334733557985003e-12,0.002694058246877992,3.3636845602570995e-09,6.8447272134112465e-12,7.215191389544648e-12,7.953155870561576e-12,0.011062303343668325,0.08281267835300547,0.03969224310039117,0.0634144159333106,2.5507814133297434e-11,0.05010603657891594,0.07852633881876347,1.1641768004514093e-11,3.499940523777173e-12,0.010452138755281134,0.04362777372971759,0.01430157984617097,5.4693650953649194e-12
