Date,ABEV3.SA,ALPA4.SA,BBAS3.SA,BBDC3.SA,BBDC4.SA,BEEF3.SA,BRAP4.SA,BRFS3.SA,BRKM5.SA,CCRO3.SA,CIEL3.SA,CMIG4.SA,CPFE3.SA,CPLE6.SA,CSAN3.SA,CSNA3.SA,CYRE3.SA,DXCO3.SA,EGIE3.SA,ELET3.SA,ELET6.SA,EMBR3.SA,ENEV3.SA,ENGI11.SA,EQTL3.SA,EZTC3.SA,FLRY3.SA,GGBR4.SA,GOAU4.SA,HYPE3.SA,ITSA4.SA,ITUB4.SA,JBSS3.SA,LREN3.SA,MRFG3.SA,MRVE3.SA,MULT3.SA,PCAR3.SA,PETR3.SA,PETR4.SA,PRIO3.SA,RADL3.SA,RENT3.SA,SANB11.SA,SBSP3.SA,SLCE3.SA,SMTO3.SA,SUZB3.SA,TAEE11.SA,TIMS3.SA,TOTS3.SA,TRPL4.SA,UGPA3.SA,USIM5.SA,VALE3.SA,VIVT3.SA,WEGE3.SA,YDUQ3.SA
2011-01-03 00:00:00,5.226993083953857,4.624516010284424,6.2933878898620605,5.161611557006836,6.292379856109619,4.938974857330322,4.4602813720703125,23.34879493713379,11.365026473999023,7.0431952476501465,3.560337781906128,2.060042381286621,9.501760482788086,1.7365500926971436,4.114727973937988,12.842744827270508,13.12152099609375,6.219779968261719,9.178829193115234,12.217945098876953,11.751094818115234,10.75554084777832,98.44385528564453,5.182373046875,1.8179590702056885,6.081326961517334,7.754212379455566,11.06507396697998,14.462831497192383,16.37935447692871,2.8549656867980957,10.77059268951416,4.774900913238525,6.16303825378418,10.147919654846191,8.231589317321777,8.839873313903809,4.89802360534668,9.282957077026367,7.500829219818115,32.74740219116211,2.3517110347747803,6.165685176849365,9.425562858581543,10.485193252563477,1.983418583869934,6.085625648498535,13.508271217346191,2.7346251010894775,4.327627182006836,9.146185874938965,5.669045925140381,1.949380874633789,14.745587348937988,24.677183151245117,13.6923828125,2.4733927249908447,6.215209007263184
2011-01-04 00:00:00,5.228195667266846,4.637399196624756,6.319443702697754,5.178121566772461,6.350403308868408,4.9535441398620605,4.539093017578125,23.581079483032227,11.583907127380371,7.056832790374756,3.4765665531158447,2.0652999877929688,9.529085159301758,1.7344648838043213,4.188045978546143,13.19556999206543,12.98180103302002,6.22334098815918,9.058954238891602,12.514233589172363,12.122635841369629,10.963420867919922,98.33341217041016,5.084784507751465,1.819541573524475,6.024572849273682,7.47532320022583,11.390379905700684,14.857985496520996,15.789105415344238,2.908060073852539,10.857453346252441,4.734774112701416,6.077756881713867,10.187329292297363,8.185687065124512,8.48715877532959,4.89802360534668,9.209427833557129,7.47304630279541,33.54611587524414,2.356724739074707,6.12307071685791,9.425562858581543,10.411169052124023,1.944941520690918,6.104778289794922,13.508271217346191,2.7346251010894775,4.308730125427246,9.041056632995605,5.58912992477417,1.949380874633789,15.329877853393555,25.18830680847168,13.60241985321045,2.4306323528289795,6.203569412231445
2011-01-05 00:00:00,5.13086462020874,4.680338382720947,6.409632682800293,5.217800617218018,6.468533515930176,5.084667682647705,4.7007036209106445,24.088661193847656,11.746665000915527,7.0613789558410645,3.455623149871826,2.0803134441375732,9.572348594665527,1.7699053287506104,4.179068565368652,13.524872779846191,13.060772895812988,6.226904392242432,9.2130765914917,12.859007835388184,12.41641616821289,11.017650604248047,99.3642349243164,5.03342342376709,1.810049057006836,6.028938293457031,7.18781042098999,11.457353591918945,15.052936553955078,15.973559379577637,2.9450089931488037,11.020308494567871,4.768211364746094,6.029178619384766,10.20703411102295,8.394790649414062,8.231741905212402,4.89802360534668,9.384057998657227,7.56194543838501,32.36800765991211,2.33666729927063,6.280074119567871,9.492890357971191,10.62369155883789,2.003573417663574,5.961136341094971,13.508271217346191,2.7346251010894775,4.359123706817627,8.935928344726562,5.6940202713012695,1.949380874633789,15.683525085449219,25.643131256103516,13.674393653869629,2.3979978561401367,6.226846694946289
2011-01-06 00:00:00,5.08280086517334,4.684632778167725,6.353515148162842,5.0928120613098145,6.297060966491699,5.070098400115967,4.648828029632568,24.21770477294922,11.606356620788574,6.968945503234863,3.429443836212158,2.0675454139709473,9.581457138061523,1.750725507736206,4.114727973937988,13.581324577331543,12.623388290405273,6.180594444274902,9.332951545715332,12.498072624206543,12.075114250183105,11.071883201599121,100.13735961914062,4.982061386108398,1.8274527788162231,6.18610143661499,7.18781042098999,11.500409126281738,15.021319389343262,15.530874252319336,2.881978750228882,10.759733200073242,4.734774112701416,5.88344144821167,10.115078926086426,8.440694808959961,8.270658493041992,4.89802360534668,9.328911781311035,7.5313873291015625,31.449485778808594,2.356724739074707,6.3249311447143555,9.324578285217285,10.45415210723877,2.0154831409454346,5.985075950622559,13.508271217346191,2.7346251010894775,4.359123706817627,8.90964412689209,5.664053440093994,1.949380874633789,15.56820297241211,25.313928604125977,13.764355659484863,2.372117280960083,6.189602851867676
2011-01-07 00:00:00,5.06237268447876,4.697512626647949,6.203197479248047,5.0531325340271,6.190361499786377,5.070098400115967,4.619897842407227,24.501609802246094,11.280838966369629,6.953791618347168,3.4006471633911133,2.1200971603393555,9.654318809509277,1.7511430978775024,4.114727973937988,13.665997505187988,12.386470794677734,6.091536521911621,9.36719799041748,12.417266845703125,11.993029594421387,10.972460746765137,100.3214340209961,5.059105396270752,1.810049057006836,6.1991987228393555,7.47532320022583,11.519543647766113,15.063470840454102,15.789105415344238,2.7972147464752197,10.496444702148438,4.694648742675781,5.829465389251709,10.016555786132812,8.440694808959961,8.06389331817627,4.89802360534668,9.191046714782715,7.425817966461182,31.549325942993164,2.299895763397217,6.215028285980225,9.202549934387207,10.506684303283691,2.005406379699707,6.078444957733154,13.508271217346191,2.7346251010894775,4.333927154541016,8.857083320617676,5.657059192657471,1.949380874633789,15.837287902832031,25.12333869934082,14.214170455932617,2.375492811203003,6.1686530113220215
2011-01-10 00:00:00,5.045549392700195,4.714688777923584,6.213215351104736,5.033292770385742,6.2017903327941895,5.128376007080078,4.654813766479492,24.493003845214844,11.331350326538086,7.008343696594238,3.4451496601104736,2.0795626640319824,9.563240051269531,1.7369672060012817,4.167098045349121,13.651885986328125,12.343948364257812,6.10934591293335,9.35007381439209,12.309526443481445,11.876381874084473,11.026688575744629,101.53633880615234,5.03342342376709,1.811630368232727,6.221027851104736,7.328694820404053,11.361680030822754,14.884336471557617,16.113744735717773,2.829817056655884,10.580589294433594,4.681273937225342,5.765774250030518,10.213602066040039,8.313190460205078,8.139302253723145,4.89802360534668,9.255382537841797,7.495270252227783,32.64756393432617,2.390153646469116,6.143257141113281,9.185718536376953,10.60936450958252,1.9788384437561035,6.159838676452637,13.508271217346191,2.7346251010894775,4.441015720367432,9.140401840209961,5.554169178009033,1.949380874633789,15.606643676757812,25.0756893157959,14.203374862670898,2.376617431640625,6.052262783050537
2011-01-11 00:00:00,5.055164813995361,4.766216278076172,6.287375450134277,5.033292770385742,6.234184741973877,5.091952323913574,4.709682464599609,24.79411506652832,11.12930679321289,7.19472599029541,3.3954102993011475,2.1095900535583496,9.579177856445312,1.7736573219299316,4.234429836273193,13.901217460632324,12.410772323608398,6.10934591293335,9.401448249816895,12.201786041259766,11.772695541381836,11.071883201599121,102.16219329833984,4.982061386108398,1.8163776397705078,6.290877342224121,7.248189926147461,11.452570915222168,14.947559356689453,16.34246253967285,2.8580708503723145,10.645735740661621,4.701336860656738,5.831623077392578,10.180760383605957,8.2927885055542,8.212278366088867,4.89802360534668,9.344230651855469,7.542496681213379,33.04692077636719,2.334996461868286,6.35857629776001,9.278287887573242,10.661896705627441,1.9202061891555786,6.248419284820557,13.508271217346191,2.7346251010894775,4.629994869232178,9.083106994628906,5.549171447753906,1.949380874633789,15.906477928161621,25.33991241455078,14.160189628601074,2.4137520790100098,6.052262783050537
2011-01-12 00:00:00,4.896552085876465,4.916501045227051,6.397608757019043,5.0928120613098145,6.3561224937438965,5.099237442016602,4.815427780151367,24.64786148071289,11.090018272399902,7.197758197784424,3.3927931785583496,2.16965389251709,9.667978286743164,1.8345307111740112,4.2778215408325195,14.183473587036133,12.769184112548828,6.266088485717773,9.46994686126709,12.248432159423828,11.913093566894531,11.343027114868164,104.8128890991211,5.007743835449219,1.8274527788162231,6.2777814865112305,7.236691474914551,11.830497741699219,15.484976768493652,16.59331703186035,2.925448417663574,10.925312995910645,4.761524677276611,5.767930507659912,10.358102798461914,8.379491806030273,8.270658493041992,4.89802360534668,9.641407012939453,7.750855922698975,33.94547653198242,2.329981803894043,6.35857629776001,9.45922565460205,10.733534812927246,1.8963866233825684,6.28433084487915,13.508271217346191,2.7346251010894775,4.629994869232178,9.214518547058105,5.614104747772217,1.949380874633789,16.06792640686035,26.04163932800293,14.10621166229248,2.441884994506836,6.0755414962768555
2011-01-13 00:00:00,4.854494571685791,5.204193592071533,6.333474636077881,4.999565124511719,6.278003215789795,5.099237442016602,4.781508922576904,24.260723114013672,10.854300498962402,7.099262237548828,3.343052625656128,2.2034358978271484,9.795492172241211,1.8770580291748047,4.219466686248779,13.971782684326172,12.33180046081543,6.3444600105285645,9.380900382995605,12.388535499572754,12.047191619873047,11.08995532989502,105.21785736083984,5.007743835449219,1.819541573524475,6.242856025695801,7.331568717956543,11.634357452392578,15.200459480285645,16.113744735717773,2.868938684463501,10.873735427856445,4.681273937225342,5.732307434082031,10.377806663513184,8.2927885055542,8.059026718139648,4.89802360534668,9.344230651855469,7.586947441101074,35.5628776550293,2.3400092124938965,6.327174663543701,9.320364952087402,10.793230056762695,1.8606573343276978,6.293907165527344,13.508271217346191,2.736417770385742,4.567001819610596,9.193493843078613,5.544178485870361,1.949380874633789,15.598956108093262,25.859708786010742,13.854320526123047,2.4137520790100098,6.189602851867676
2011-01-14 00:00:00,4.7715840339660645,5.217073917388916,6.367546081542969,5.031307220458984,6.337071895599365,5.099237442016602,4.773528575897217,24.002634048461914,10.831850051879883,7.1219940185546875,3.3849382400512695,2.2259538173675537,9.831920623779297,1.880393624305725,4.225452899932861,14.042344093322754,12.380398750305176,6.251840591430664,9.36719799041748,12.59869384765625,12.341340065002441,12.201666831970215,107.27951049804688,5.03342342376709,1.8258706331253052,6.434944152832031,7.489701271057129,11.576949119567871,15.22680377960205,16.047338485717773,2.8580708503723145,10.75158977508545,4.654524326324463,5.74310302734375,10.377806663513184,8.160187721252441,7.97875452041626,4.89802360534668,9.426949501037598,7.653622627258301,35.64275360107422,2.299895763397217,6.336145401000977,9.467641830444336,10.829048156738281,1.8524121046066284,6.260387897491455,13.508271217346191,2.7740626335144043,4.749680519104004,9.07259464263916,5.6190996170043945,1.949380874633789,15.6450834274292,25.972326278686523,14.034244537353516,2.408125638961792,6.0755414962768555
